,batsman,runs,balls,4s,6s,SR,bowler,fielders,kind,player_out,date,team2,winner,result,venue
9,A Nehra,2.0,5,0,0,40.0,P Awana,['P Awana'],run out,AB Dinda,2012-04-12,Pune Warriors,Kings XI Punjab,0,"Punjab Cricket Association Stadium, Mohali"
10,A Nehra,9.0,8,1,0,112.5,notOut,notOut,notOut,notOut,2012-05-13,Pune Warriors,Rajasthan Royals,0,Sawai Mansingh Stadium
3,AA Jhunjhunwala,10.0,16,2,0,62.5,KA Pollard,['AT Rayudu'],caught,AA Jhunjhunwala,2011-05-04,Mumbai Indians,Mumbai Indians,0,Dr DY Patil Sports Academy
5,AA Jhunjhunwala,0.0,3,0,0,0.0,SJ Srivastava,['AC Gilchrist'],caught,AA Jhunjhunwala,2011-05-08,Pune Warriors,Pune Warriors,0,"Punjab Cricket Association Stadium, Mohali"
10,AB Dinda,2.0,5,0,0,40.0,notOut,notOut,notOut,notOut,2012-04-12,Pune Warriors,Kings XI Punjab,0,"Punjab Cricket Association Stadium, Mohali"
10,AB Dinda,0.0,2,0,0,0.0,DW Steyn,['CL White'],caught,AB Dinda,2013-04-05,Pune Warriors,Sunrisers Hyderabad,0,"Rajiv Gandhi International Stadium, Uppal"
10,AB Dinda,0.0,1,0,0,0.0,A Mishra,0,bowled,AB Dinda,2013-04-17,Sunrisers Hyderabad,Sunrisers Hyderabad,0,Subrata Roy Sahara Stadium
10,AB Dinda,1.0,1,0,0,100.0,notOut,notOut,notOut,notOut,2013-04-23,Pune Warriors,Royal Challengers Bangalore,0,M Chinnaswamy Stadium
11,AB Dinda,2.0,2,0,0,100.0,notOut,notOut,notOut,notOut,2013-04-30,Chennai Super Kings,Chennai Super Kings,0,Subrata Roy Sahara Stadium
9,AB Dinda,6.0,5,1,0,120.0,notOut,notOut,notOut,notOut,2013-05-02,Royal Challengers Bangalore,Royal Challengers Bangalore,0,Subrata Roy Sahara Stadium
10,AC Thomas,0.0,2,0,0,0.0,notOut,notOut,notOut,notOut,2011-04-20,Pune Warriors,Mumbai Indians,0,Wankhede Stadium
12,AC Thomas,1.0,2,0,0,50.0,notOut,notOut,notOut,notOut,2011-04-25,Pune Warriors,Chennai Super Kings,0,"MA Chidambaram Stadium, Chepauk"
