,batsman,runs,balls,4s,6s,SR,bowler,fielders,kind,player_out,date,team2,winner,result,venue
0,A Chopra,2.0,5,0,0,40.0,DW Steyn,0,lbw,A Chopra,2008-05-08,Royal Challengers Bangalore,Kolkata Knight Riders,0,Eden Gardens
2,A Chopra,24.0,25,3,0,96.0,Y Venugopal Rao,['HH Gibbs'],run out,A Chopra,2008-05-11,Kolkata Knight Riders,Kolkata Knight Riders,0,"Rajiv Gandhi International Stadium, Uppal"
1,A Chopra,13.0,18,2,0,72.22222222222221,PJ Sangwan,['MF Maharoof'],caught,A Chopra,2008-05-13,Delhi Daredevils,Kolkata Knight Riders,0,Eden Gardens
1,A Chopra,1.0,4,0,0,25.0,notOut,notOut,notOut,notOut,2008-05-16,Kolkata Knight Riders,Mumbai Indians,0,Wankhede Stadium
6,A Chopra,2.0,3,0,0,66.66666666666666,JR Hopes,['KC Sangakkara'],caught,A Chopra,2008-05-25,Kings XI Punjab,Kolkata Knight Riders,0,Eden Gardens
4,A Chopra,11.0,20,2,0,55.00000000000001,PP Ojha,['AC Gilchrist'],stumped,A Chopra,2009-04-19,Kolkata Knight Riders,Deccan Chargers,0,Newlands
7,AB Agarkar,11.0,9,1,0,122.22222222222223,MS Gony,['M Muralitharan'],caught,AB Agarkar,2008-04-26,Kolkata Knight Riders,Chennai Super Kings,0,"MA Chidambaram Stadium, Chepauk"
7,AB Agarkar,2.0,7,0,0,28.57142857142857,ST Jayasuriya,['A Nehra'],caught,AB Agarkar,2008-04-29,Mumbai Indians,Mumbai Indians,0,Eden Gardens
3,AB Agarkar,20.0,15,1,2,133.33333333333331,SR Watson,['M Rawat'],caught,AB Agarkar,2008-05-01,Kolkata Knight Riders,Rajasthan Royals,0,Sawai Mansingh Stadium
7,AB Agarkar,1.0,2,0,0,50.0,notOut,notOut,notOut,notOut,2008-05-03,Kolkata Knight Riders,Kings XI Punjab,0,"Punjab Cricket Association Stadium, Mohali"
8,AB Agarkar,15.0,14,2,0,107.14285714285714,DJ Bravo,['SR Tendulkar'],caught,AB Agarkar,2008-05-16,Kolkata Knight Riders,Mumbai Indians,0,Wankhede Stadium
7,AB Agarkar,5.0,2,1,0,250.0,notOut,notOut,notOut,notOut,2008-05-20,Rajasthan Royals,Rajasthan Royals,0,Eden Gardens
7,AB Agarkar,7.0,3,0,1,233.33333333333334,RP Singh,['RG Sharma'],run out,AB Agarkar,2009-04-19,Kolkata Knight Riders,Deccan Chargers,0,Newlands
7,AB Agarkar,1.0,1,0,0,100.0,notOut,notOut,notOut,notOut,2009-04-23,Rajasthan Royals,0,tie,Newlands
7,AB Agarkar,6.0,8,0,0,75.0,notOut,notOut,notOut,notOut,2009-04-29,Kolkata Knight Riders,Royal Challengers Bangalore,0,Kingsmead
7,AB Agarkar,39.0,29,3,2,134.48275862068965,PJ Sangwan,['M Manhas'],caught,AB Agarkar,2009-05-10,Kolkata Knight Riders,Delhi Daredevils,0,New Wanderers Stadium
7,AB Agarkar,13.0,17,0,0,76.47058823529412,notOut,notOut,notOut,notOut,2009-05-20,Rajasthan Royals,Kolkata Knight Riders,0,Kingsmead
7,AB Agarkar,17.0,13,1,0,130.76923076923077,PD Collingwood,0,caught and bowled,AB Agarkar,2010-03-29,Kolkata Knight Riders,Delhi Daredevils,0,Feroz Shah Kotla
7,AB Agarkar,8.0,5,1,0,160.0,notOut,notOut,notOut,notOut,2010-04-01,Deccan Chargers,Kolkata Knight Riders,0,Eden Gardens
7,AB Agarkar,6.0,7,0,0,85.71428571428571,notOut,notOut,notOut,notOut,2010-04-10,Kolkata Knight Riders,Royal Challengers Bangalore,0,M Chinnaswamy Stadium
8,AB Agarkar,9.0,5,2,0,180.0,notOut,notOut,notOut,notOut,2010-04-13,Kolkata Knight Riders,Chennai Super Kings,0,"MA Chidambaram Stadium, Chepauk"
10,AB Dinda,1.0,3,0,0,33.33333333333333,SR Watson,['T Kohli (sub)'],caught,AB Dinda,2008-05-01,Kolkata Knight Riders,Rajasthan Royals,0,Sawai Mansingh Stadium
11,AB Dinda,1.0,1,0,0,100.0,notOut,notOut,notOut,notOut,2008-05-16,Kolkata Knight Riders,Mumbai Indians,0,Wankhede Stadium
10,AB Dinda,2.0,2,0,0,100.0,RP Singh,0,bowled,AB Dinda,2009-04-19,Kolkata Knight Riders,Deccan Chargers,0,Newlands
9,AB Dinda,0.0,1,0,0,0.0,SL Malinga,0,bowled,AB Dinda,2009-04-27,Mumbai Indians,Mumbai Indians,0,St George's Park
8,AB Dinda,0.0,1,0,0,0.0,R Vinay Kumar,['RV Uthappa'],run out,AB Dinda,2010-04-10,Kolkata Knight Riders,Royal Challengers Bangalore,0,M Chinnaswamy Stadium
4,AD Mathews,16.0,14,2,0,114.28571428571428,A Kumble,['V Kohli'],caught,AD Mathews,2009-05-12,Kolkata Knight Riders,Royal Challengers Bangalore,0,SuperSport Park
5,AD Mathews,65.0,49,5,4,132.6530612244898,notOut,notOut,notOut,notOut,2010-03-12,Kolkata Knight Riders,Kolkata Knight Riders,0,Dr DY Patil Sports Academy
5,AD Mathews,6.0,14,0,0,42.857142857142854,JM Kemp,0,lbw,AD Mathews,2010-03-16,Chennai Super Kings,Chennai Super Kings,0,Eden Gardens
3,AD Mathews,3.0,3,0,0,100.0,notOut,notOut,notOut,notOut,2010-03-22,Kolkata Knight Riders,Mumbai Indians,0,Brabourne Stadium
5,AD Mathews,19.0,13,2,0,146.15384615384613,IK Pathan,['B Lee'],caught,AD Mathews,2010-03-27,Kolkata Knight Riders,Kolkata Knight Riders,0,"Punjab Cricket Association Stadium, Mohali"
5,AD Mathews,24.0,20,3,0,120.0,UT Yadav,0,bowled,AD Mathews,2010-03-29,Kolkata Knight Riders,Delhi Daredevils,0,Feroz Shah Kotla
5,AD Mathews,4.0,4,0,0,100.0,Jaskaran Singh,['HH Gibbs'],caught,AD Mathews,2010-04-01,Deccan Chargers,Kolkata Knight Riders,0,Eden Gardens
3,AD Mathews,17.0,13,2,0,130.76923076923077,notOut,notOut,notOut,notOut,2010-04-04,Kings XI Punjab,Kings XI Punjab,0,Eden Gardens
4,AD Mathews,46.0,28,3,2,164.28571428571428,notOut,notOut,notOut,notOut,2010-04-07,Delhi Daredevils,Kolkata Knight Riders,0,Eden Gardens
4,AD Mathews,1.0,2,0,0,50.0,R Vinay Kumar,['LRPL Taylor'],caught,AD Mathews,2010-04-10,Kolkata Knight Riders,Royal Challengers Bangalore,0,M Chinnaswamy Stadium
5,AD Mathews,48.0,51,3,2,94.11764705882352,M Muralitharan,['ML Hayden'],caught,AD Mathews,2010-04-13,Kolkata Knight Riders,Chennai Super Kings,0,"MA Chidambaram Stadium, Chepauk"
8,AD Russell,1.0,5,0,0,20.0,MM Sharma,0,bowled,AD Russell,2014-05-02,Kolkata Knight Riders,Chennai Super Kings,0,JSCA International Stadium Complex
2,AD Russell,1.0,3,0,0,33.33333333333333,SR Watson,0,bowled,AD Russell,2014-05-05,Kolkata Knight Riders,Rajasthan Royals,0,"Sardar Patel Stadium, Motera"
4,AD Russell,41.0,17,6,2,241.17647058823528,notOut,notOut,notOut,notOut,2015-04-11,Royal Challengers Bangalore,Royal Challengers Bangalore,0,Eden Gardens
6,AD Russell,66.0,36,9,2,183.33333333333331,MG Johnson,0,bowled,AD Russell,2015-04-18,Kolkata Knight Riders,Kolkata Knight Riders,0,Maharashtra Cricket Association Stadium
3,AD Russell,19.0,10,1,2,190.0,RS Bopara,['DW Steyn'],caught,AD Russell,2015-04-22,Kolkata Knight Riders,Sunrisers Hyderabad,0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
6,AD Russell,4.0,4,0,0,100.0,notOut,notOut,notOut,notOut,2015-04-28,Kolkata Knight Riders,Chennai Super Kings,0,"MA Chidambaram Stadium, Chepauk"
4,AD Russell,55.0,33,4,4,166.66666666666669,notOut,notOut,notOut,notOut,2015-04-30,Chennai Super Kings,Kolkata Knight Riders,0,Eden Gardens
2,AD Russell,45.0,17,5,3,264.70588235294116,notOut,notOut,notOut,notOut,2015-05-02,Kolkata Knight Riders,Royal Challengers Bangalore,0,M Chinnaswamy Stadium
3,AD Russell,1.0,3,0,0,33.33333333333333,Bipul Sharma,['EJG Morgan'],caught,AD Russell,2015-05-04,Sunrisers Hyderabad,Kolkata Knight Riders,0,Eden Gardens
5,AD Russell,5.0,6,1,0,83.33333333333334,Imran Tahir,['AD Mathews'],caught,AD Russell,2015-05-07,Delhi Daredevils,Kolkata Knight Riders,0,Eden Gardens
5,AD Russell,51.0,23,5,4,221.73913043478262,AR Patel,['WP Saha'],caught,AD Russell,2015-05-09,Kings XI Punjab,Kolkata Knight Riders,0,Eden Gardens
