,batsman,runs,balls,4s,6s,SR,bowler,fielders,kind,player_out,date,team2,winner,result,venue
9,A Nehra,1.0,2,0,0,50.0,notOut,notOut,notOut,notOut,2008-04-23,Mumbai Indians,Chennai Super Kings,0,"MA Chidambaram Stadium, Chepauk"
11,A Nehra,2.0,10,0,0,20.0,notOut,notOut,notOut,notOut,2008-04-25,Mumbai Indians,Kings XI Punjab,0,"Punjab Cricket Association Stadium, Mohali"
9,A Nehra,0.0,1,0,0,0.0,notOut,notOut,notOut,notOut,2008-05-21,Kings XI Punjab,Kings XI Punjab,0,Wankhede Stadium
4,A Symonds,16.0,15,2,0,106.66666666666667,notOut,notOut,notOut,notOut,2011-04-20,Pune Warriors,Mumbai Indians,0,Wankhede Stadium
4,A Symonds,31.0,29,1,2,106.89655172413792,notOut,notOut,notOut,notOut,2011-04-22,Chennai Super Kings,Mumbai Indians,0,Wankhede Stadium
5,A Symonds,44.0,33,4,1,133.33333333333331,notOut,notOut,notOut,notOut,2011-04-24,Mumbai Indians,Mumbai Indians,0,"Rajiv Gandhi International Stadium, Uppal"
4,A Symonds,17.0,27,1,0,62.96296296296296,J Botha,0,bowled,A Symonds,2011-04-29,Mumbai Indians,Rajasthan Royals,0,Sawai Mansingh Stadium
5,A Symonds,4.0,6,0,0,66.66666666666666,notOut,notOut,notOut,notOut,2011-05-02,Kings XI Punjab,Mumbai Indians,0,Wankhede Stadium
6,A Symonds,3.0,3,0,0,100.0,JE Taylor,['MK Pandey'],caught,A Symonds,2011-05-04,Mumbai Indians,Mumbai Indians,0,Dr DY Patil Sports Academy
5,A Symonds,4.0,4,0,0,100.0,notOut,notOut,notOut,notOut,2011-05-07,Delhi Daredevils,Mumbai Indians,0,Wankhede Stadium
3,A Symonds,8.0,7,1,0,114.28571428571428,notOut,notOut,notOut,notOut,2011-05-10,Mumbai Indians,Kings XI Punjab,0,"Punjab Cricket Association Stadium, Mohali"
4,A Symonds,8.0,19,0,0,42.10526315789473,A Mishra,['I Sharma'],caught,A Symonds,2011-05-14,Deccan Chargers,Deccan Chargers,0,Wankhede Stadium
0,AC Blizzard,6.0,6,1,0,100.0,AC Thomas,['RV Uthappa'],caught,AC Blizzard,2011-05-04,Mumbai Indians,Mumbai Indians,0,Dr DY Patil Sports Academy
0,AC Blizzard,37.0,24,8,0,154.16666666666669,S Nadeem,['V Sehwag'],caught,AC Blizzard,2011-05-07,Delhi Daredevils,Mumbai Indians,0,Wankhede Stadium
0,AC Blizzard,15.0,10,3,0,150.0,P Kumar,['AC Gilchrist'],caught,AC Blizzard,2011-05-10,Mumbai Indians,Kings XI Punjab,0,"Punjab Cricket Association Stadium, Mohali"
1,AC Blizzard,1.0,7,0,0,14.285714285714285,JP Duminy,0,bowled,AC Blizzard,2011-05-14,Deccan Chargers,Deccan Chargers,0,Wankhede Stadium
0,AC Blizzard,51.0,30,7,2,170.0,B Lee,['Iqbal Abdulla'],caught,AC Blizzard,2011-05-25,Kolkata Knight Riders,Mumbai Indians,0,Wankhede Stadium
0,AC Blizzard,10.0,11,2,0,90.9090909090909,S Aravind,['MA Agarwal'],caught,AC Blizzard,2011-05-27,Mumbai Indians,Royal Challengers Bangalore,0,"MA Chidambaram Stadium, Chepauk"
0,AC Blizzard,0.0,3,0,0,0.0,IK Pathan,['DPMD Jayawardene'],caught,AC Blizzard,2012-04-27,Mumbai Indians,Delhi Daredevils,0,Feroz Shah Kotla
9,AG Murtaza,2.0,5,0,0,40.0,notOut,notOut,notOut,notOut,2011-04-29,Mumbai Indians,Rajasthan Royals,0,Sawai Mansingh Stadium
