,batsman,runs,balls,4s,6s,SR,bowler,fielders,kind,player_out,date,team2,winner,result,venue
6,AB Barath,7.0,10,1,0,70.0,PP Ojha,['RG Sharma'],caught,AB Barath,2010-03-19,Kings XI Punjab,Deccan Chargers,0,Barabati Stadium
0,AB Barath,33.0,28,4,1,117.85714285714286,JP Duminy,0,lbw,AB Barath,2010-04-09,Mumbai Indians,Kings XI Punjab,0,"Punjab Cricket Association Stadium, Mohali"
4,AB Barath,2.0,5,0,0,40.0,notOut,notOut,notOut,notOut,2010-04-11,Kings XI Punjab,Kings XI Punjab,0,Feroz Shah Kotla
0,AC Gilchrist,1.0,3,0,0,33.33333333333333,AC Thomas,['RV Uthappa'],caught,AC Gilchrist,2011-04-10,Kings XI Punjab,Pune Warriors,0,Dr DY Patil Sports Academy
1,AC Gilchrist,19.0,15,2,0,126.66666666666666,JA Morkel,['S Randiv'],caught,AC Gilchrist,2011-04-13,Chennai Super Kings,Kings XI Punjab,0,"Punjab Cricket Association Stadium, Mohali"
0,AC Gilchrist,61.0,49,5,3,124.48979591836735,A Mishra,['DB Ravi Teja'],caught,AC Gilchrist,2011-04-16,Kings XI Punjab,Kings XI Punjab,0,"Rajiv Gandhi International Stadium, Uppal"
0,AC Gilchrist,28.0,17,4,1,164.70588235294116,SR Watson,['SW Tait'],caught,AC Gilchrist,2011-04-21,Rajasthan Royals,Kings XI Punjab,0,"Punjab Cricket Association Stadium, Mohali"
0,AC Gilchrist,42.0,33,8,1,127.27272727272727,VR Aaron,0,bowled,AC Gilchrist,2011-04-23,Kings XI Punjab,Delhi Daredevils,0,Feroz Shah Kotla
0,AC Gilchrist,26.0,29,3,1,89.65517241379311,Iqbal Abdulla,0,bowled,AC Gilchrist,2011-04-30,Kings XI Punjab,Kolkata Knight Riders,0,Eden Gardens
1,AC Gilchrist,0.0,2,0,0,0.0,Harbhajan Singh,0,lbw,AC Gilchrist,2011-05-02,Kings XI Punjab,Mumbai Indians,0,Wankhede Stadium
0,AC Gilchrist,0.0,1,0,0,0.0,Z Khan,['AUK Pathan'],run out,AC Gilchrist,2011-05-06,Kings XI Punjab,Royal Challengers Bangalore,0,M Chinnaswamy Stadium
0,AC Gilchrist,3.0,8,0,0,37.5,R Sharma,['AA Jhunjhunwala'],caught,AC Gilchrist,2011-05-08,Pune Warriors,Pune Warriors,0,"Punjab Cricket Association Stadium, Mohali"
1,AC Gilchrist,28.0,30,2,1,93.33333333333333,SL Malinga,['AT Rayudu'],caught,AC Gilchrist,2011-05-10,Mumbai Indians,Kings XI Punjab,0,"Punjab Cricket Association Stadium, Mohali"
0,AC Gilchrist,9.0,17,1,0,52.94117647058824,RP Singh,['PA Patel'],caught,AC Gilchrist,2011-05-13,Kings XI Punjab,Kings XI Punjab,0,Holkar Cricket Stadium
1,AC Gilchrist,9.0,9,2,0,100.0,M Morkel,['DA Warner'],caught,AC Gilchrist,2011-05-15,Delhi Daredevils,Kings XI Punjab,0,Himachal Pradesh Cricket Association Stadium
1,AC Gilchrist,106.0,58,8,9,182.75862068965517,CK Langeveldt,['CH Gayle'],caught,AC Gilchrist,2011-05-17,Royal Challengers Bangalore,Kings XI Punjab,0,Himachal Pradesh Cricket Association Stadium
1,AC Gilchrist,51.0,38,6,2,134.21052631578948,DT Christian,['CL White'],caught,AC Gilchrist,2011-05-21,Deccan Chargers,Deccan Chargers,0,Himachal Pradesh Cricket Association Stadium
0,AC Gilchrist,27.0,19,3,1,142.10526315789474,A Singh,['KK Cooper'],caught,AC Gilchrist,2012-04-06,Kings XI Punjab,Rajasthan Royals,0,Sawai Mansingh Stadium
0,AC Gilchrist,6.0,11,1,0,54.54545454545454,notOut,notOut,notOut,notOut,2012-04-08,Kings XI Punjab,Pune Warriors,0,Subrata Roy Sahara Stadium
2,AC Gilchrist,21.0,17,3,0,123.52941176470588,AD Mathews,['SPD Smith'],caught,AC Gilchrist,2012-04-12,Pune Warriors,Kings XI Punjab,0,"Punjab Cricket Association Stadium, Mohali"
0,AC Gilchrist,5.0,9,0,0,55.55555555555556,SP Narine,['MK Tiwary'],caught,AC Gilchrist,2012-04-15,Kings XI Punjab,Kings XI Punjab,0,Eden Gardens
0,AC Gilchrist,40.0,30,3,1,133.33333333333331,notOut,notOut,notOut,notOut,2012-04-18,Kolkata Knight Riders,Kolkata Knight Riders,0,"Punjab Cricket Association Stadium, Mohali"
0,AC Gilchrist,64.0,48,9,2,133.33333333333331,notOut,notOut,notOut,notOut,2012-05-17,Chennai Super Kings,Kings XI Punjab,0,Himachal Pradesh Cricket Association Stadium
0,AC Gilchrist,9.0,13,2,0,69.23076923076923,UT Yadav,['VR Aaron'],caught,AC Gilchrist,2012-05-19,Delhi Daredevils,Delhi Daredevils,0,Himachal Pradesh Cricket Association Stadium
0,AC Gilchrist,15.0,10,2,1,150.0,AD Mathews,['MN Samuels'],caught,AC Gilchrist,2013-04-07,Kings XI Punjab,Kings XI Punjab,0,Subrata Roy Sahara Stadium
