bowler,overs,runs,maidens,wicket,econrate,date,team2,winner,result,venue
A Ashish Reddy,2,17,0,0,8.5,2012-05-18,Rajasthan Royals,Deccan Chargers,0,"Rajiv Gandhi International Stadium, Uppal"
A Ashish Reddy,1,5,0,0,5.0,2015-04-16,Rajasthan Royals,Rajasthan Royals,0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
A Chandila,4,29,0,0,7.25,2012-04-23,Royal Challengers Bangalore,Royal Challengers Bangalore,0,Sawai Mansingh Stadium
A Chandila,4,13,0,4,3.25,2012-05-13,Pune Warriors,Rajasthan Royals,0,Sawai Mansingh Stadium
A Chandila,4,20,0,1,5.0,2012-05-18,Rajasthan Royals,Deccan Chargers,0,"Rajiv Gandhi International Stadium, Uppal"
A Chandila,2,24,0,0,12.0,2012-05-20,Mumbai Indians,Mumbai Indians,0,Sawai Mansingh Stadium
A Chandila,3,14,0,0,4.666666666666667,2013-04-14,Kings XI Punjab,Rajasthan Royals,0,Sawai Mansingh Stadium
A Chandila,2,6,0,2,3.0,2013-04-17,Mumbai Indians,Rajasthan Royals,0,Sawai Mansingh Stadium
A Chandila,4,21,0,0,5.25,2013-04-20,Rajasthan Royals,Royal Challengers Bangalore,0,M Chinnaswamy Stadium
A Chandila,3,13,0,2,4.333333333333333,2013-04-27,Sunrisers Hyderabad,Rajasthan Royals,0,Sawai Mansingh Stadium
A Chandila,4,39,0,0,9.75,2013-04-29,Royal Challengers Bangalore,Rajasthan Royals,0,Sawai Mansingh Stadium
A Chandila,2,23,0,0,11.5,2013-05-05,Pune Warriors,Rajasthan Royals,0,Sawai Mansingh Stadium
A Chandila,4,24,0,1,6.0,2013-05-09,Rajasthan Royals,Rajasthan Royals,0,"Punjab Cricket Association Stadium, Mohali"
A Kumble,4,22,0,0,5.5,2008-04-26,Rajasthan Royals,Rajasthan Royals,0,M Chinnaswamy Stadium
A Kumble,4,32,0,1,8.0,2008-05-17,Royal Challengers Bangalore,Rajasthan Royals,0,Sawai Mansingh Stadium
A Kumble,3,5,2,5,1.6666666666666667,2009-04-18,Rajasthan Royals,Royal Challengers Bangalore,0,Newlands
A Kumble,2,12,0,1,6.0,2009-05-07,Rajasthan Royals,Rajasthan Royals,0,SuperSport Park
A Kumble,3,9,1,5,3.0,2010-03-18,Rajasthan Royals,Royal Challengers Bangalore,0,M Chinnaswamy Stadium
A Kumble,4,28,0,0,7.0,2010-04-14,Royal Challengers Bangalore,Royal Challengers Bangalore,0,Sawai Mansingh Stadium
A Mishra,3,27,0,2,9.0,2008-05-11,Delhi Daredevils,Rajasthan Royals,0,Sawai Mansingh Stadium
A Mishra,4,37,0,2,9.25,2008-05-30,Rajasthan Royals,Rajasthan Royals,0,Wankhede Stadium
A Mishra,4,34,0,3,8.5,2009-04-28,Rajasthan Royals,Rajasthan Royals,0,SuperSport Park
A Mishra,4,33,0,3,8.25,2009-05-17,Rajasthan Royals,Delhi Daredevils,0,OUTsurance Oval
A Mishra,4,34,0,2,8.5,2010-03-15,Delhi Daredevils,Delhi Daredevils,0,"Sardar Patel Stadium, Motera"
A Mishra,4,25,0,4,6.25,2010-03-31,Rajasthan Royals,Delhi Daredevils,0,Feroz Shah Kotla
A Mishra,4,28,0,0,7.0,2011-04-09,Rajasthan Royals,Rajasthan Royals,0,"Rajiv Gandhi International Stadium, Uppal"
A Mishra,4,32,0,3,8.0,2012-04-17,Deccan Chargers,Rajasthan Royals,0,Sawai Mansingh Stadium
A Mishra,4,20,0,2,5.0,2012-05-18,Rajasthan Royals,Deccan Chargers,0,"Rajiv Gandhi International Stadium, Uppal"
A Mishra,2,20,0,0,10.0,2013-04-27,Sunrisers Hyderabad,Rajasthan Royals,0,Sawai Mansingh Stadium
A Mishra,4,8,0,3,2.0,2013-05-17,Rajasthan Royals,Sunrisers Hyderabad,0,"Rajiv Gandhi International Stadium, Uppal"
A Mishra,4,16,1,1,4.0,2013-05-22,Sunrisers Hyderabad,Rajasthan Royals,0,Feroz Shah Kotla
A Mishra,4,26,0,2,6.5,2014-04-18,Rajasthan Royals,Rajasthan Royals,0,Sheikh Zayed Stadium
A Mishra,4,13,0,0,3.25,2014-05-08,Sunrisers Hyderabad,Sunrisers Hyderabad,0,"Sardar Patel Stadium, Motera"
A Mishra,4,32,0,2,8.0,2015-04-12,Rajasthan Royals,Rajasthan Royals,0,Feroz Shah Kotla
A Mishra,4,41,0,0,10.25,2015-05-03,Delhi Daredevils,Rajasthan Royals,0,Brabourne Stadium
A Nehra,3,13,0,3,4.333333333333333,2008-05-07,Rajasthan Royals,Mumbai Indians,0,Dr DY Patil Sports Academy
A Nehra,3,18,0,1,6.0,2008-05-26,Mumbai Indians,Rajasthan Royals,0,Sawai Mansingh Stadium
A Nehra,4,23,0,1,5.75,2009-04-28,Rajasthan Royals,Rajasthan Royals,0,SuperSport Park
A Nehra,3,8,0,1,2.6666666666666665,2009-05-17,Rajasthan Royals,Delhi Daredevils,0,OUTsurance Oval
A Nehra,3,33,0,0,11.0,2012-05-08,Rajasthan Royals,Rajasthan Royals,0,Subrata Roy Sahara Stadium
A Nehra,4,23,0,3,5.75,2012-05-13,Pune Warriors,Rajasthan Royals,0,Sawai Mansingh Stadium
A Nehra,4,35,0,2,8.75,2013-04-06,Rajasthan Royals,Rajasthan Royals,0,Feroz Shah Kotla
A Nehra,4,32,0,0,8.0,2015-04-19,Chennai Super Kings,Rajasthan Royals,0,"Sardar Patel Stadium, Motera"
A Nehra,4,29,0,0,7.25,2015-05-10,Rajasthan Royals,Chennai Super Kings,0,"MA Chidambaram Stadium, Chepauk"
A Singh,4,9,0,3,2.25,2009-05-05,Rajasthan Royals,Rajasthan Royals,0,Kingsmead
A Singh,4,19,0,4,4.75,2009-05-07,Rajasthan Royals,Rajasthan Royals,0,SuperSport Park
A Singh,3,23,0,0,7.666666666666667,2009-05-17,Rajasthan Royals,Delhi Daredevils,0,OUTsurance Oval
A Singh,3,19,0,1,6.333333333333333,2009-05-20,Rajasthan Royals,Kolkata Knight Riders,0,Kingsmead
A Singh,4,35,0,3,8.75,2011-04-09,Rajasthan Royals,Rajasthan Royals,0,"Rajiv Gandhi International Stadium, Uppal"
A Singh,4,18,1,1,4.5,2011-04-12,Delhi Daredevils,Rajasthan Royals,0,Sawai Mansingh Stadium
A Singh,2,26,0,1,13.0,2011-04-15,Kolkata Knight Riders,Kolkata Knight Riders,0,Sawai Mansingh Stadium
A Singh,1,7,0,0,7.0,2011-04-17,Rajasthan Royals,Kolkata Knight Riders,0,Eden Gardens
A Singh,4,26,0,1,6.5,2011-04-24,Kochi Tuskers Kerala,Rajasthan Royals,0,Sawai Mansingh Stadium
A Singh,4,14,0,2,3.5,2011-04-29,Mumbai Indians,Rajasthan Royals,0,Sawai Mansingh Stadium
A Singh,3,29,0,0,9.666666666666666,2011-05-01,Pune Warriors,Rajasthan Royals,0,Sawai Mansingh Stadium
A Singh,2,20,0,1,10.0,2011-05-20,Rajasthan Royals,Rajasthan Royals,0,Wankhede Stadium
A Singh,4,26,0,2,6.5,2012-04-06,Kings XI Punjab,Rajasthan Royals,0,Sawai Mansingh Stadium
A Singh,4,30,0,2,7.5,2012-04-08,Kolkata Knight Riders,Rajasthan Royals,0,Sawai Mansingh Stadium
A Singh,4,29,0,2,7.25,2012-04-11,Rajasthan Royals,Mumbai Indians,0,Wankhede Stadium
A Singh,4,29,0,2,7.25,2012-04-13,Rajasthan Royals,Kolkata Knight Riders,0,Eden Gardens
A Singh,3,43,0,2,14.333333333333334,2012-04-15,Rajasthan Royals,Rajasthan Royals,0,M Chinnaswamy Stadium
A Singh,4,55,0,0,13.75,2012-04-17,Deccan Chargers,Rajasthan Royals,0,Sawai Mansingh Stadium
A Singh,4,41,0,2,10.25,2012-04-29,Rajasthan Royals,Delhi Daredevils,0,Feroz Shah Kotla
A Singh,1,12,0,0,12.0,2012-05-01,Delhi Daredevils,Delhi Daredevils,0,Sawai Mansingh Stadium
A Symonds,2,46,0,0,23.0,2008-04-24,Rajasthan Royals,Rajasthan Royals,0,"Rajiv Gandhi International Stadium, Uppal"
A Symonds,4,30,0,0,7.5,2009-05-11,Rajasthan Royals,Deccan Chargers,0,De Beers Diamond Oval
A Symonds,2,9,0,1,4.5,2010-03-26,Deccan Chargers,Rajasthan Royals,0,"Sardar Patel Stadium, Motera"
A Symonds,2,18,0,0,9.0,2010-04-05,Rajasthan Royals,Rajasthan Royals,0,"Vidarbha Cricket Association Stadium, Jamtha"
A Uniyal,4,41,0,3,10.25,2010-03-13,Rajasthan Royals,Mumbai Indians,0,Brabourne Stadium
A Uniyal,2,25,0,0,12.5,2010-03-15,Delhi Daredevils,Delhi Daredevils,0,"Sardar Patel Stadium, Motera"
AA Chavan,1,10,0,0,10.0,2011-05-15,Rajasthan Royals,Kochi Tuskers Kerala,0,Holkar Cricket Stadium
