,batsman,runs,balls,4s,6s,SR,bowler,fielders,kind,player_out,date,team2,winner,result,venue
6,B Akhil,13.0,9,0,1,144.44444444444443,M Morkel,['NV Ojha'],caught,B Akhil,2011-04-30,Delhi Daredevils,Delhi Daredevils,0,Nehru Stadium
0,BB McCullum,45.0,32,4,2,140.625,V Kohli,['DP Nannes'],caught,BB McCullum,2011-04-09,Royal Challengers Bangalore,Royal Challengers Bangalore,0,Nehru Stadium
0,BB McCullum,0.0,1,0,0,0.0,AC Thomas,['RV Uthappa'],caught,BB McCullum,2011-04-13,Kochi Tuskers Kerala,Pune Warriors,0,Dr DY Patil Sports Academy
0,BB McCullum,81.0,64,10,2,126.5625,SL Malinga,0,bowled,BB McCullum,2011-04-15,Kochi Tuskers Kerala,Kochi Tuskers Kerala,0,Wankhede Stadium
0,BB McCullum,47.0,33,4,3,142.42424242424244,R Ashwin,['JA Morkel'],caught,BB McCullum,2011-04-18,Chennai Super Kings,Kochi Tuskers Kerala,0,Nehru Stadium
0,BB McCullum,23.0,19,2,1,121.05263157894737,Shakib Al Hasan,['EJG Morgan'],caught,BB McCullum,2011-04-20,Kochi Tuskers Kerala,Kochi Tuskers Kerala,0,Eden Gardens
0,BB McCullum,0.0,4,0,0,0.0,DW Steyn,['KC Sangakkara'],caught,BB McCullum,2011-04-27,Deccan Chargers,Deccan Chargers,0,Nehru Stadium
0,BB McCullum,7.0,8,1,0,87.5,IK Pathan,0,bowled,BB McCullum,2011-04-30,Delhi Daredevils,Delhi Daredevils,0,Nehru Stadium
1,BB McCullum,37.0,22,5,2,168.1818181818182,M Morkel,['UT Yadav'],caught,BB McCullum,2011-05-02,Kochi Tuskers Kerala,Kochi Tuskers Kerala,0,Feroz Shah Kotla
0,BB McCullum,1.0,9,0,0,11.11111111111111,JD Unadkat,['JH Kallis'],caught,BB McCullum,2011-05-05,Kolkata Knight Riders,Kochi Tuskers Kerala,0,Nehru Stadium
