,batsman,runs,balls,4s,6s,SR,bowler,fielders,kind,player_out,date,team2,winner,result,venue
6,A Mishra,4.0,5,0,0,80.0,SK Trivedi,0,bowled,A Mishra,2008-05-11,Delhi Daredevils,Rajasthan Royals,0,Sawai Mansingh Stadium
6,A Mishra,31.0,32,3,0,96.875,Iqbal Abdulla,"['LR Shukla', 'WP Saha']",run out,TM Dilshan,2008-05-13,Delhi Daredevils,Kolkata Knight Riders,0,Eden Gardens
7,A Mishra,31.0,32,3,0,96.875,LR Shukla,['I Sharma'],caught,A Mishra,2008-05-13,Delhi Daredevils,Kolkata Knight Riders,0,Eden Gardens
7,A Mishra,2.0,5,0,0,40.0,MM Patel,0,bowled,A Mishra,2008-05-30,Rajasthan Royals,Rajasthan Royals,0,Wankhede Stadium
7,A Mishra,0.0,4,0,0,0.0,Kamran Khan,0,bowled,A Mishra,2009-04-28,Rajasthan Royals,Rajasthan Royals,0,SuperSport Park
8,A Mishra,11.0,8,1,1,137.5,notOut,notOut,notOut,notOut,2009-05-02,Delhi Daredevils,Chennai Super Kings,0,New Wanderers Stadium
7,A Mishra,2.0,3,0,0,66.66666666666666,WPUJC Vaas,['AC Gilchrist'],run out,A Mishra,2009-05-13,Delhi Daredevils,Delhi Daredevils,0,Kingsmead
6,A Mishra,13.0,4,1,1,325.0,notOut,notOut,notOut,notOut,2009-05-21,Mumbai Indians,Delhi Daredevils,0,SuperSport Park
7,A Mishra,0.0,1,0,0,0.0,notOut,notOut,notOut,notOut,2009-05-22,Deccan Chargers,Deccan Chargers,0,SuperSport Park
6,A Mishra,3.0,5,0,0,60.0,KA Pollard,0,bowled,A Mishra,2010-03-17,Mumbai Indians,Mumbai Indians,0,Feroz Shah Kotla
7,A Mishra,6.0,3,1,0,200.0,notOut,notOut,notOut,notOut,2010-03-19,Chennai Super Kings,Chennai Super Kings,0,Feroz Shah Kotla
8,A Mishra,0.0,1,0,0,0.0,A Symonds,['AC Gilchrist'],caught,A Mishra,2010-03-21,Delhi Daredevils,Deccan Chargers,0,Barabati Stadium
9,A Mishra,4.0,6,0,0,66.66666666666666,notOut,notOut,notOut,notOut,2010-04-07,Delhi Daredevils,Kolkata Knight Riders,0,Eden Gardens
9,A Mishra,10.0,12,0,0,83.33333333333334,notOut,notOut,notOut,notOut,2010-04-11,Kings XI Punjab,Kings XI Punjab,0,Feroz Shah Kotla
7,A Mishra,12.0,17,0,0,70.58823529411765,CRD Fernando,0,bowled,A Mishra,2010-04-13,Delhi Daredevils,Mumbai Indians,0,Brabourne Stadium
7,A Mishra,4.0,10,0,0,40.0,Harmeet Singh,0,bowled,A Mishra,2010-04-18,Deccan Chargers,Deccan Chargers,0,Feroz Shah Kotla
8,A Mishra,4.0,5,0,0,80.0,A Nehra,"['MS Dhoni', 'A Nehra']",run out,A Mishra,2015-04-09,Delhi Daredevils,Chennai Super Kings,0,"MA Chidambaram Stadium, Chepauk"
9,A Mishra,1.0,1,0,0,100.0,notOut,notOut,notOut,notOut,2015-04-20,Kolkata Knight Riders,Kolkata Knight Riders,0,Feroz Shah Kotla
7,A Mishra,2.0,4,0,0,50.0,MA Starc,0,bowled,A Mishra,2015-04-26,Royal Challengers Bangalore,Royal Challengers Bangalore,0,Feroz Shah Kotla
8,A Mishra,1.0,3,0,0,33.33333333333333,notOut,notOut,notOut,notOut,2015-05-03,Delhi Daredevils,Rajasthan Royals,0,Brabourne Stadium
9,A Mishra,3.0,9,0,0,33.33333333333333,GB Hogg,['G Gambhir'],caught,A Mishra,2016-04-10,Delhi Daredevils,Kolkata Knight Riders,0,Eden Gardens
8,A Mishra,1.0,5,0,0,20.0,JJ Bumrah,0,bowled,A Mishra,2016-05-15,Delhi Daredevils,Mumbai Indians,0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
8,A Mishra,8.0,14,0,0,57.14285714285714,notOut,notOut,notOut,notOut,2017-04-08,Delhi Daredevils,Royal Challengers Bangalore,0,M Chinnaswamy Stadium
8,A Mishra,4.0,11,0,0,36.36363636363637,notOut,notOut,notOut,notOut,2017-04-30,Delhi Daredevils,Kings XI Punjab,0,"Punjab Cricket Association IS Bindra Stadium, Mohali"
8,A Mishra,9.0,15,0,0,60.0,notOut,notOut,notOut,notOut,2017-05-06,Mumbai Indians,Mumbai Indians,0,Feroz Shah Kotla
10,A Mishra,8.0,2,2,0,400.0,notOut,notOut,notOut,notOut,2017-05-10,Delhi Daredevils,Delhi Daredevils,0,Green Park
8,A Mishra,13.0,10,0,1,130.0,notOut,notOut,notOut,notOut,2017-05-12,Rising Pune Supergiant,Delhi Daredevils,0,Feroz Shah Kotla
8,A Mishra,7.0,4,0,1,175.0,P Negi,0,bowled,A Mishra,2017-05-14,Royal Challengers Bangalore,Royal Challengers Bangalore,0,Feroz Shah Kotla
10,A Nehra,1.0,1,0,0,100.0,notOut,notOut,notOut,notOut,2009-05-15,Kings XI Punjab,Kings XI Punjab,0,OUTsurance Oval
10,A Nehra,1.0,4,0,0,25.0,IK Pathan,['PP Chawla'],caught,A Nehra,2010-04-11,Kings XI Punjab,Kings XI Punjab,0,Feroz Shah Kotla
8,A Nehra,22.0,16,2,1,137.5,notOut,notOut,notOut,notOut,2010-04-18,Deccan Chargers,Deccan Chargers,0,Feroz Shah Kotla
9,A Nehra,0.0,1,0,0,0.0,SP Narine,['LR Shukla'],caught,A Nehra,2013-04-03,Delhi Daredevils,Kolkata Knight Riders,0,Eden Gardens
9,A Nehra,1.0,5,0,0,20.0,KA Pollard,['PP Ojha'],caught,A Nehra,2013-04-09,Delhi Daredevils,Mumbai Indians,0,Wankhede Stadium
10,A Nehra,0.0,1,0,0,0.0,NLTC Perera,0,bowled,A Nehra,2013-05-04,Delhi Daredevils,Sunrisers Hyderabad,0,"Rajiv Gandhi International Stadium, Uppal"
9,A Nehra,0.0,1,0,0,0.0,DJ Bravo,['MS Dhoni'],caught,A Nehra,2013-05-14,Delhi Daredevils,Chennai Super Kings,0,"MA Chidambaram Stadium, Chepauk"
8,AB Agarkar,7.0,7,1,0,100.0,notOut,notOut,notOut,notOut,2011-05-07,Delhi Daredevils,Mumbai Indians,0,Wankhede Stadium
7,AB Agarkar,3.0,7,0,0,42.857142857142854,R Ashwin,['DJ Bravo'],caught,AB Agarkar,2013-04-18,Chennai Super Kings,Chennai Super Kings,0,Feroz Shah Kotla
8,AB Agarkar,9.0,9,0,0,100.0,notOut,notOut,notOut,notOut,2013-04-23,Kings XI Punjab,Kings XI Punjab,0,Feroz Shah Kotla
11,AB Dinda,0.0,5,0,0,0.0,SL Malinga,['JEC Franklin'],caught,AB Dinda,2011-04-10,Mumbai Indians,Mumbai Indians,0,Feroz Shah Kotla
5,AB McDonald,3.0,4,0,0,75.0,A Kumble,0,bowled,AB McDonald,2009-05-19,Delhi Daredevils,Royal Challengers Bangalore,0,New Wanderers Stadium
5,AB McDonald,18.0,14,1,1,128.57142857142858,notOut,notOut,notOut,notOut,2010-03-25,Delhi Daredevils,Delhi Daredevils,0,M Chinnaswamy Stadium
7,AB McDonald,14.0,9,2,0,155.55555555555557,notOut,notOut,notOut,notOut,2010-03-31,Rajasthan Royals,Delhi Daredevils,0,Feroz Shah Kotla
6,AB McDonald,33.0,31,0,1,106.4516129032258,notOut,notOut,notOut,notOut,2010-04-13,Delhi Daredevils,Mumbai Indians,0,Brabourne Stadium
6,AB McDonald,8.0,7,0,0,114.28571428571428,DE Bollinger,['WP Saha'],caught,AB McDonald,2011-05-12,Delhi Daredevils,Chennai Super Kings,0,"MA Chidambaram Stadium, Chepauk"
2,AB de Villiers,26.0,22,2,0,118.18181818181819,notOut,notOut,notOut,notOut,2008-05-02,Delhi Daredevils,Delhi Daredevils,0,"MA Chidambaram Stadium, Chepauk"
4,AB de Villiers,21.0,17,2,1,123.52941176470588,notOut,notOut,notOut,notOut,2008-05-04,Delhi Daredevils,Mumbai Indians,0,Dr DY Patil Sports Academy
2,AB de Villiers,0.0,1,0,0,0.0,JA Morkel,0,bowled,AB de Villiers,2008-05-08,Chennai Super Kings,Chennai Super Kings,0,Feroz Shah Kotla
3,AB de Villiers,20.0,23,0,0,86.95652173913044,AD Mascarenhas,['SK Warne'],caught,AB de Villiers,2008-05-11,Delhi Daredevils,Rajasthan Royals,0,Sawai Mansingh Stadium
2,AB de Villiers,7.0,12,0,0,58.333333333333336,Shoaib Akhtar,['T Taibu'],caught,AB de Villiers,2008-05-13,Delhi Daredevils,Kolkata Knight Riders,0,Eden Gardens
2,AB de Villiers,21.0,25,1,0,84.0,DW Steyn,['SP Goswami'],caught,AB de Villiers,2008-05-19,Delhi Daredevils,Delhi Daredevils,0,M Chinnaswamy Stadium
1,AB de Villiers,105.0,54,5,6,194.44444444444443,notOut,notOut,notOut,notOut,2009-04-23,Delhi Daredevils,Delhi Daredevils,0,Kingsmead
3,AB de Villiers,21.0,23,0,0,91.30434782608695,KP Appanna,0,bowled,AB de Villiers,2009-04-26,Delhi Daredevils,Delhi Daredevils,0,St George's Park
2,AB de Villiers,50.0,41,5,1,121.95121951219512,SK Warne,0,lbw,AB de Villiers,2009-04-28,Rajasthan Royals,Rajasthan Royals,0,SuperSport Park
2,AB de Villiers,5.0,9,1,0,55.55555555555556,Shoaib Ahmed,['PP Ojha'],caught,AB de Villiers,2009-04-30,Delhi Daredevils,Delhi Daredevils,0,SuperSport Park
2,AB de Villiers,0.0,1,0,0,0.0,S Tyagi,0,bowled,AB de Villiers,2009-05-02,Delhi Daredevils,Chennai Super Kings,0,New Wanderers Stadium
3,AB de Villiers,50.0,38,6,1,131.57894736842107,notOut,notOut,notOut,notOut,2009-05-08,Mumbai Indians,Delhi Daredevils,0,Buffalo Park
2,AB de Villiers,40.0,33,5,0,121.21212121212122,notOut,notOut,notOut,notOut,2009-05-10,Kolkata Knight Riders,Delhi Daredevils,0,New Wanderers Stadium
3,AB de Villiers,44.0,36,4,1,122.22222222222223,DR Smith,['DB Ravi Teja'],caught,AB de Villiers,2009-05-13,Delhi Daredevils,Delhi Daredevils,0,Kingsmead
3,AB de Villiers,11.0,12,1,0,91.66666666666666,S Sreesanth,['Yuvraj Singh'],caught,AB de Villiers,2009-05-15,Kings XI Punjab,Kings XI Punjab,0,OUTsurance Oval
2,AB de Villiers,79.0,55,8,1,143.63636363636363,notOut,notOut,notOut,notOut,2009-05-17,Rajasthan Royals,Delhi Daredevils,0,OUTsurance Oval
3,AB de Villiers,28.0,29,3,0,96.55172413793103,RE van der Merwe,0,bowled,AB de Villiers,2009-05-19,Delhi Daredevils,Royal Challengers Bangalore,0,New Wanderers Stadium
4,AB de Villiers,6.0,7,1,0,85.71428571428571,Harbhajan Singh,['AM Nayar'],caught,AB de Villiers,2009-05-21,Mumbai Indians,Delhi Daredevils,0,SuperSport Park
