bowler,overs,runs,maidens,wicket,econrate,date,team2,winner,result,venue
A Ashish Reddy,2,21,0,1,10.5,2013-04-05,Pune Warriors,Sunrisers Hyderabad,0,"Rajiv Gandhi International Stadium, Uppal"
A Ashish Reddy,1,7,0,1,7.0,2013-04-07,Royal Challengers Bangalore,0,tie,"Rajiv Gandhi International Stadium, Uppal"
A Ashish Reddy,1,12,0,0,12.0,2013-04-09,Sunrisers Hyderabad,Royal Challengers Bangalore,0,M Chinnaswamy Stadium
A Ashish Reddy,2,15,0,1,7.5,2013-04-14,Sunrisers Hyderabad,Kolkata Knight Riders,0,Eden Gardens
A Ashish Reddy,1,11,0,1,11.0,2015-04-13,Sunrisers Hyderabad,Sunrisers Hyderabad,0,M Chinnaswamy Stadium
A Ashish Reddy,1,5,0,0,5.0,2015-04-16,Rajasthan Royals,Rajasthan Royals,0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
A Ashish Reddy,2,15,0,1,7.5,2015-04-18,Delhi Daredevils,Delhi Daredevils,0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
A Ashish Reddy,1,25,0,0,25.0,2016-04-12,Sunrisers Hyderabad,Royal Challengers Bangalore,0,M Chinnaswamy Stadium
A Ashish Reddy,2,14,0,1,7.0,2016-04-16,Kolkata Knight Riders,Kolkata Knight Riders,0,"Rajiv Gandhi International Stadium, Uppal"
A Chandila,3,13,0,2,4.333333333333333,2013-04-27,Sunrisers Hyderabad,Rajasthan Royals,0,Sawai Mansingh Stadium
A Choudhary,4,55,0,1,13.75,2017-04-05,Royal Challengers Bangalore,Sunrisers Hyderabad,0,"Rajiv Gandhi International Stadium, Uppal"
A Mishra,4,19,0,3,4.75,2013-04-05,Pune Warriors,Sunrisers Hyderabad,0,"Rajiv Gandhi International Stadium, Uppal"
A Mishra,4,15,0,1,3.75,2013-04-07,Royal Challengers Bangalore,0,tie,"Rajiv Gandhi International Stadium, Uppal"
A Mishra,4,42,0,0,10.5,2013-04-09,Sunrisers Hyderabad,Royal Challengers Bangalore,0,M Chinnaswamy Stadium
A Mishra,4,15,0,1,3.75,2013-04-12,Sunrisers Hyderabad,Sunrisers Hyderabad,0,Feroz Shah Kotla
A Mishra,3,28,0,0,9.333333333333334,2013-04-14,Sunrisers Hyderabad,Kolkata Knight Riders,0,Eden Gardens
A Mishra,4,19,0,4,4.75,2013-04-17,Sunrisers Hyderabad,Sunrisers Hyderabad,0,Subrata Roy Sahara Stadium
A Mishra,4,29,0,3,7.25,2013-04-19,Kings XI Punjab,Sunrisers Hyderabad,0,"Rajiv Gandhi International Stadium, Uppal"
A Mishra,2,20,0,0,10.0,2013-04-27,Sunrisers Hyderabad,Rajasthan Royals,0,Sawai Mansingh Stadium
A Mishra,4,24,0,2,6.0,2013-05-01,Mumbai Indians,Sunrisers Hyderabad,0,"Rajiv Gandhi International Stadium, Uppal"
A Mishra,4,16,0,1,4.0,2013-05-04,Delhi Daredevils,Sunrisers Hyderabad,0,"Rajiv Gandhi International Stadium, Uppal"
A Mishra,2,20,0,0,10.0,2013-05-11,Sunrisers Hyderabad,Sunrisers Hyderabad,0,"Punjab Cricket Association Stadium, Mohali"
A Mishra,3,36,0,0,12.0,2013-05-13,Sunrisers Hyderabad,Mumbai Indians,0,Wankhede Stadium
A Mishra,4,8,0,3,2.0,2013-05-17,Rajasthan Royals,Sunrisers Hyderabad,0,"Rajiv Gandhi International Stadium, Uppal"
A Mishra,4,20,0,2,5.0,2013-05-19,Kolkata Knight Riders,Sunrisers Hyderabad,0,"Rajiv Gandhi International Stadium, Uppal"
A Mishra,4,16,1,1,4.0,2013-05-22,Sunrisers Hyderabad,Rajasthan Royals,0,Feroz Shah Kotla
A Mishra,4,26,0,2,6.5,2014-04-18,Rajasthan Royals,Rajasthan Royals,0,Sheikh Zayed Stadium
A Mishra,4,56,0,2,14.0,2014-04-22,Sunrisers Hyderabad,Kings XI Punjab,0,Sharjah Cricket Stadium
A Mishra,4,38,0,0,9.5,2014-04-25,Delhi Daredevils,Sunrisers Hyderabad,0,Dubai International Cricket Stadium
A Mishra,4,54,0,0,13.5,2014-04-30,Sunrisers Hyderabad,Sunrisers Hyderabad,0,Dubai International Cricket Stadium
A Mishra,4,13,0,0,3.25,2014-05-08,Sunrisers Hyderabad,Sunrisers Hyderabad,0,"Sardar Patel Stadium, Motera"
A Mishra,3,23,0,2,7.666666666666667,2014-05-10,Sunrisers Hyderabad,Sunrisers Hyderabad,0,Feroz Shah Kotla
A Mishra,3,33,0,0,11.0,2014-05-12,Mumbai Indians,Mumbai Indians,0,"Rajiv Gandhi International Stadium, Uppal"
A Mishra,4,32,0,1,8.0,2014-05-14,Kings XI Punjab,Kings XI Punjab,0,"Rajiv Gandhi International Stadium, Uppal"
A Mishra,4,38,0,1,9.5,2014-05-18,Kolkata Knight Riders,Kolkata Knight Riders,0,"Rajiv Gandhi International Stadium, Uppal"
A Mishra,2,14,0,0,7.0,2015-04-18,Delhi Daredevils,Delhi Daredevils,0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
