,batsman,runs,balls,4s,6s,SR,bowler,fielders,kind,player_out,date,team2,winner,result,venue
7,A Zampa,0,1,0,0,0.0,A Nehra,['NV Ojha'],caught,A Zampa,2016-05-10,Sunrisers Hyderabad,Sunrisers Hyderabad,0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
0,AM Rahane,66,42,7,3,157.14285714285714,notOut,notOut,notOut,notOut,2016-04-09,Rising Pune Supergiants,Rising Pune Supergiants,0,Wankhede Stadium
0,AM Rahane,21,17,4,0,123.52941176470588,PV Tambe,0,lbw,AM Rahane,2016-04-14,Rising Pune Supergiants,Gujarat Lions,0,Saurashtra Cricket Association Stadium
0,AM Rahane,9,11,2,0,81.81818181818183,Sandeep Sharma,0,bowled,AM Rahane,2016-04-17,Rising Pune Supergiants,Kings XI Punjab,0,"Punjab Cricket Association IS Bindra Stadium, Mohali"
0,AM Rahane,60,47,8,0,127.65957446808511,T Shamsi,['KL Rahul'],stumped,AM Rahane,2016-04-22,Royal Challengers Bangalore,Royal Challengers Bangalore,0,Maharashtra Cricket Association Stadium
0,AM Rahane,67,52,4,3,128.84615384615387,R Sathish,['R Sathish'],run out,SPD Smith,2016-04-24,Kolkata Knight Riders,Kolkata Knight Riders,0,Maharashtra Cricket Association Stadium
1,AM Rahane,67,52,4,3,128.84615384615387,SP Narine,0,caught and bowled,AM Rahane,2016-04-24,Kolkata Knight Riders,Kolkata Knight Riders,0,Maharashtra Cricket Association Stadium
0,AM Rahane,0,5,0,0,0.0,B Kumar,['EJG Morgan'],caught,AM Rahane,2016-04-26,Rising Pune Supergiants,Rising Pune Supergiants,0,"Rajiv Gandhi International Stadium, Uppal"
0,AM Rahane,53,47,5,0,112.7659574468085,P Kumar,['SK Raina'],run out,SS Tiwary,2016-04-29,Gujarat Lions,Gujarat Lions,0,Maharashtra Cricket Association Stadium
0,AM Rahane,4,6,0,0,66.66666666666666,MJ McClenaghan,['KH Pandya'],caught,AM Rahane,2016-05-01,Mumbai Indians,Mumbai Indians,0,Maharashtra Cricket Association Stadium
0,AM Rahane,63,51,7,0,123.52941176470588,notOut,notOut,notOut,notOut,2016-05-05,Rising Pune Supergiants,Rising Pune Supergiants,0,Feroz Shah Kotla
0,AM Rahane,74,49,8,2,151.0204081632653,CJ Jordan,"['SR Watson', 'STR Binny']",run out,UT Khawaja,2016-05-07,Rising Pune Supergiants,Royal Challengers Bangalore,0,M Chinnaswamy Stadium
1,AM Rahane,74,49,8,2,151.0204081632653,SR Watson,0,bowled,AM Rahane,2016-05-07,Rising Pune Supergiants,Royal Challengers Bangalore,0,M Chinnaswamy Stadium
0,AM Rahane,0,3,0,0,0.0,B Kumar,['NV Ojha'],caught,AM Rahane,2016-05-10,Sunrisers Hyderabad,Sunrisers Hyderabad,0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
0,AM Rahane,2,6,0,0,33.33333333333333,AD Russell,0,bowled,AM Rahane,2016-05-14,Rising Pune Supergiants,Kolkata Knight Riders,0,Eden Gardens
0,AM Rahane,42,36,5,1,116.66666666666667,notOut,notOut,notOut,notOut,2016-05-17,Delhi Daredevils,Rising Pune Supergiants,0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
0,AM Rahane,19,15,4,0,126.66666666666666,Sandeep Sharma,['WP Saha'],caught,AM Rahane,2016-05-21,Kings XI Punjab,Rising Pune Supergiants,0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
8,Ankit Sharma,3,3,0,0,100.0,notOut,notOut,notOut,notOut,2016-04-22,Royal Challengers Bangalore,Royal Challengers Bangalore,0,Maharashtra Cricket Association Stadium
1,F du Plessis,34,36,1,3,94.44444444444444,Harbhajan Singh,0,bowled,F du Plessis,2016-04-09,Rising Pune Supergiants,Rising Pune Supergiants,0,Wankhede Stadium
1,F du Plessis,69,43,5,4,160.46511627906978,PV Tambe,['KD Karthik'],stumped,F du Plessis,2016-04-14,Rising Pune Supergiants,Gujarat Lions,0,Saurashtra Cricket Association Stadium
1,F du Plessis,67,55,8,0,121.81818181818183,MM Sharma,0,caught and bowled,F du Plessis,2016-04-17,Rising Pune Supergiants,Kings XI Punjab,0,"Punjab Cricket Association IS Bindra Stadium, Mohali"
1,F du Plessis,2,3,0,0,66.66666666666666,KW Richardson,['HV Patel'],caught,F du Plessis,2016-04-22,Royal Challengers Bangalore,Royal Challengers Bangalore,0,Maharashtra Cricket Association Stadium
2,F du Plessis,4,9,0,0,44.44444444444444,Shakib Al Hasan,0,bowled,F du Plessis,2016-04-24,Kolkata Knight Riders,Kolkata Knight Riders,0,Maharashtra Cricket Association Stadium
2,F du Plessis,30,23,3,2,130.43478260869566,MC Henriques,['NV Ojha'],caught,F du Plessis,2016-04-26,Rising Pune Supergiants,Rising Pune Supergiants,0,"Rajiv Gandhi International Stadium, Uppal"
7,GJ Bailey,0,2,0,0,0.0,SR Watson,['KL Rahul'],caught,GJ Bailey,2016-05-07,Rising Pune Supergiants,Royal Challengers Bangalore,0,M Chinnaswamy Stadium
1,GJ Bailey,34,40,3,1,85.0,MC Henriques,['A Nehra'],caught,GJ Bailey,2016-05-10,Sunrisers Hyderabad,Sunrisers Hyderabad,0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
2,GJ Bailey,33,27,3,1,122.22222222222223,PP Chawla,['RV Uthappa'],stumped,GJ Bailey,2016-05-14,Rising Pune Supergiants,Kolkata Knight Riders,0,Eden Gardens
2,GJ Bailey,8,19,1,0,42.10526315789473,notOut,notOut,notOut,notOut,2016-05-17,Delhi Daredevils,Rising Pune Supergiants,0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
2,GJ Bailey,9,11,2,0,81.81818181818183,AR Patel,['WP Saha'],stumped,GJ Bailey,2016-05-21,Kings XI Punjab,Rising Pune Supergiants,0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
6,IK Pathan,2,2,0,0,100.0,MM Sharma,"['GJ Maxwell', 'WP Saha']",run out,IK Pathan,2016-04-17,Rising Pune Supergiants,Kings XI Punjab,0,"Punjab Cricket Association IS Bindra Stadium, Mohali"
4,IK Pathan,7,9,0,0,77.77777777777779,notOut,notOut,notOut,notOut,2016-05-14,Rising Pune Supergiants,Kolkata Knight Riders,0,Eden Gardens
5,IK Pathan,2,3,0,0,66.66666666666666,R Dhawan,['WP Saha'],caught,IK Pathan,2016-05-21,Kings XI Punjab,Rising Pune Supergiants,0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
5,JA Morkel,16,9,0,2,177.77777777777777,UT Yadav,0,bowled,JA Morkel,2016-04-24,Kolkata Knight Riders,Kolkata Knight Riders,0,Maharashtra Cricket Association Stadium
2,KP Pietersen,21,14,0,2,150.0,notOut,notOut,notOut,notOut,2016-04-09,Rising Pune Supergiants,Rising Pune Supergiants,0,Wankhede Stadium
2,KP Pietersen,37,31,2,1,119.35483870967742,DJ Bravo,0,bowled,KP Pietersen,2016-04-14,Rising Pune Supergiants,Gujarat Lions,0,Saurashtra Cricket Association Stadium
2,KP Pietersen,15,15,2,0,100.0,KJ Abbott,['M Vohra'],caught,KP Pietersen,2016-04-17,Rising Pune Supergiants,Kings XI Punjab,0,"Punjab Cricket Association IS Bindra Stadium, Mohali"
2,KP Pietersen,0,1,0,0,0.0,KW Richardson,0,retired hurt,KP Pietersen,2016-04-22,Royal Challengers Bangalore,Royal Challengers Bangalore,0,Maharashtra Cricket Association Stadium
9,M Ashwin,0,1,0,0,0.0,KW Richardson,['AB de Villiers'],caught,M Ashwin,2016-04-22,Royal Challengers Bangalore,Royal Challengers Bangalore,0,Maharashtra Cricket Association Stadium
5,MR Marsh,7,11,0,0,63.63636363636363,RA Jadeja,0,bowled,MR Marsh,2016-04-14,Rising Pune Supergiants,Gujarat Lions,0,Saurashtra Cricket Association Stadium
4,MS Dhoni,22,10,2,1,220.00000000000003,notOut,notOut,notOut,notOut,2016-04-14,Rising Pune Supergiants,Gujarat Lions,0,Saurashtra Cricket Association Stadium
5,MS Dhoni,1,2,0,0,50.0,MM Sharma,['GJ Maxwell'],caught,MS Dhoni,2016-04-17,Rising Pune Supergiants,Kings XI Punjab,0,"Punjab Cricket Association IS Bindra Stadium, Mohali"
4,MS Dhoni,41,40,3,0,102.49999999999999,HV Patel,['AB de Villiers'],caught,MS Dhoni,2016-04-22,Royal Challengers Bangalore,Royal Challengers Bangalore,0,Maharashtra Cricket Association Stadium
6,MS Dhoni,23,12,2,1,191.66666666666669,notOut,notOut,notOut,notOut,2016-04-24,Kolkata Knight Riders,Kolkata Knight Riders,0,Maharashtra Cricket Association Stadium
3,MS Dhoni,5,4,1,0,125.0,A Nehra,['AP Tare'],caught,MS Dhoni,2016-04-26,Rising Pune Supergiants,Rising Pune Supergiants,0,"Rajiv Gandhi International Stadium, Uppal"
4,MS Dhoni,30,20,2,2,150.0,notOut,notOut,notOut,notOut,2016-04-29,Gujarat Lions,Gujarat Lions,0,Maharashtra Cricket Association Stadium
4,MS Dhoni,24,25,2,0,96.0,JJ Bumrah,['AT Rayudu'],caught,MS Dhoni,2016-05-01,Mumbai Indians,Mumbai Indians,0,Maharashtra Cricket Association Stadium
3,MS Dhoni,27,20,1,2,135.0,Imran Tahir,['SW Billings'],caught,MS Dhoni,2016-05-05,Rising Pune Supergiants,Rising Pune Supergiants,0,Feroz Shah Kotla
4,MS Dhoni,9,9,0,1,100.0,SR Watson,['Parvez Rasool'],caught,MS Dhoni,2016-05-07,Rising Pune Supergiants,Royal Challengers Bangalore,0,M Chinnaswamy Stadium
5,MS Dhoni,30,20,1,2,150.0,A Nehra,"['BB Sran', 'Yuvraj Singh']",run out,MS Dhoni,2016-05-10,Sunrisers Hyderabad,Sunrisers Hyderabad,0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
5,MS Dhoni,8,22,0,0,36.36363636363637,SP Narine,"['PP Chawla', 'RV Uthappa']",run out,IK Pathan,2016-05-14,Rising Pune Supergiants,Kolkata Knight Riders,0,Eden Gardens
4,MS Dhoni,64,36,4,5,177.77777777777777,notOut,notOut,notOut,notOut,2016-05-21,Kings XI Punjab,Rising Pune Supergiants,0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
3,NLTC Perera,8,9,1,0,88.88888888888889,Sandeep Sharma,['MM Sharma'],caught,NLTC Perera,2016-04-17,Rising Pune Supergiants,Kings XI Punjab,0,"Punjab Cricket Association IS Bindra Stadium, Mohali"
5,NLTC Perera,34,15,3,3,226.66666666666666,SR Watson,['Mandeep Singh'],caught,NLTC Perera,2016-04-22,Royal Challengers Bangalore,Royal Challengers Bangalore,0,Maharashtra Cricket Association Stadium
4,NLTC Perera,12,9,0,1,133.33333333333331,R Sathish,0,bowled,NLTC Perera,2016-04-24,Kolkata Knight Riders,Kolkata Knight Riders,0,Maharashtra Cricket Association Stadium
5,NLTC Perera,3,2,0,0,150.0,notOut,notOut,notOut,notOut,2016-04-29,Gujarat Lions,Gujarat Lions,0,Maharashtra Cricket Association Stadium
5,NLTC Perera,12,10,0,1,120.0,notOut,notOut,notOut,notOut,2016-05-01,Mumbai Indians,Mumbai Indians,0,Maharashtra Cricket Association Stadium
4,NLTC Perera,14,5,0,2,280.0,notOut,notOut,notOut,notOut,2016-05-05,Rising Pune Supergiants,Rising Pune Supergiants,0,Feroz Shah Kotla
5,NLTC Perera,14,8,1,1,175.0,CJ Jordan,['SR Watson'],caught,NLTC Perera,2016-05-07,Rising Pune Supergiants,Royal Challengers Bangalore,0,M Chinnaswamy Stadium
6,NLTC Perera,17,14,0,1,121.42857142857142,A Nehra,['MC Henriques'],caught,NLTC Perera,2016-05-10,Sunrisers Hyderabad,Sunrisers Hyderabad,0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
6,NLTC Perera,13,11,0,1,118.18181818181819,PP Chawla,['MK Pandey'],caught,NLTC Perera,2016-05-14,Rising Pune Supergiants,Kolkata Knight Riders,0,Eden Gardens
6,NLTC Perera,23,14,2,1,164.28571428571428,MM Sharma,['WP Saha'],caught,NLTC Perera,2016-05-21,Kings XI Punjab,Rising Pune Supergiants,0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
3,PSP Handscomb,6,12,0,0,50.0,Harbhajan Singh,['JC Buttler'],caught,PSP Handscomb,2016-05-01,Mumbai Indians,Mumbai Indians,0,Maharashtra Cricket Association Stadium
