,batsman,runs,balls,4s,6s,SR,bowler,fielders,kind,player_out,date,team2,winner,result,venue
8,A Chandila,0.0,1,0,0,0.0,V Pratap Singh,['PA Patel'],run out,OA Shah,2012-05-18,Rajasthan Royals,Deccan Chargers,0,"Rajiv Gandhi International Stadium, Uppal"
7,A Chandila,4.0,6,0,0,66.66666666666666,notOut,notOut,notOut,notOut,2013-04-20,Rajasthan Royals,Royal Challengers Bangalore,0,M Chinnaswamy Stadium
7,A Singh,0.0,1,0,0,0.0,A Mishra,['KD Karthik'],stumped,A Singh,2009-05-17,Rajasthan Royals,Delhi Daredevils,0,OUTsurance Oval
11,A Singh,1.0,2,0,0,50.0,notOut,notOut,notOut,notOut,2009-05-20,Rajasthan Royals,Kolkata Knight Riders,0,Kingsmead
9,A Singh,0.0,2,0,0,0.0,Shakib Al Hasan,0,bowled,A Singh,2011-04-17,Rajasthan Royals,Kolkata Knight Riders,0,Eden Gardens
8,A Singh,1.0,2,0,0,50.0,SK Raina,0,caught and bowled,A Singh,2011-05-09,Chennai Super Kings,Chennai Super Kings,0,Sawai Mansingh Stadium
8,A Singh,0.0,3,0,0,0.0,KA Pollard,0,bowled,A Singh,2012-04-11,Rajasthan Royals,Mumbai Indians,0,Wankhede Stadium
7,A Uniyal,0.0,1,0,0,0.0,SL Malinga,0,bowled,A Uniyal,2010-03-13,Rajasthan Royals,Mumbai Indians,0,Brabourne Stadium
7,A Uniyal,4.0,6,0,0,66.66666666666666,notOut,notOut,notOut,notOut,2010-03-15,Delhi Daredevils,Delhi Daredevils,0,"Sardar Patel Stadium, Motera"
9,AA Chavan,1.0,3,0,0,33.33333333333333,notOut,notOut,notOut,notOut,2011-05-15,Rajasthan Royals,Kochi Tuskers Kerala,0,Holkar Cricket Stadium
7,AA Chavan,4.0,2,1,0,200.0,KA Pollard,['KD Karthik'],caught,AA Chavan,2012-04-11,Rajasthan Royals,Mumbai Indians,0,Wankhede Stadium
7,AA Chavan,7.0,6,1,0,116.66666666666667,notOut,notOut,notOut,notOut,2012-05-01,Delhi Daredevils,Delhi Daredevils,0,Sawai Mansingh Stadium
3,AA Jhunjhunwala,14.0,11,1,1,127.27272727272727,SL Malinga,0,bowled,AA Jhunjhunwala,2010-03-13,Rajasthan Royals,Mumbai Indians,0,Brabourne Stadium
4,AA Jhunjhunwala,53.0,48,5,1,110.41666666666667,A Mishra,"['G Gambhir', 'A Mishra']",run out,P Dogra,2010-03-15,Delhi Daredevils,Delhi Daredevils,0,"Sardar Patel Stadium, Motera"
4,AA Jhunjhunwala,5.0,7,1,0,71.42857142857143,JH Kallis,0,bowled,AA Jhunjhunwala,2010-03-18,Rajasthan Royals,Royal Challengers Bangalore,0,M Chinnaswamy Stadium
3,AA Jhunjhunwala,45.0,37,5,0,121.62162162162163,M Kartik,"['AD Mathews', 'M Kartik']",run out,NV Ojha,2010-03-20,Kolkata Knight Riders,Rajasthan Royals,0,"Sardar Patel Stadium, Motera"
4,AA Jhunjhunwala,45.0,37,5,0,121.62162162162163,I Sharma,['SC Ganguly'],caught,AA Jhunjhunwala,2010-03-20,Kolkata Knight Riders,Rajasthan Royals,0,"Sardar Patel Stadium, Motera"
5,AA Jhunjhunwala,11.0,6,2,0,183.33333333333331,T Thushara,['M Vijay'],caught,AA Jhunjhunwala,2010-03-28,Chennai Super Kings,Rajasthan Royals,0,"Sardar Patel Stadium, Motera"
3,AA Jhunjhunwala,2.0,6,0,0,33.33333333333333,notOut,notOut,notOut,notOut,2010-03-31,Rajasthan Royals,Delhi Daredevils,0,Feroz Shah Kotla
5,AA Jhunjhunwala,7.0,4,0,1,175.0,DE Bollinger,['SK Raina'],caught,AA Jhunjhunwala,2010-04-03,Rajasthan Royals,Chennai Super Kings,0,"MA Chidambaram Stadium, Chepauk"
5,AA Jhunjhunwala,11.0,8,1,0,137.5,Harmeet Singh,['VVS Laxman'],caught,AA Jhunjhunwala,2010-04-05,Rajasthan Royals,Rajasthan Royals,0,"Vidarbha Cricket Association Stadium, Jamtha"
4,AA Jhunjhunwala,22.0,23,0,1,95.65217391304348,Harbhajan Singh,"['SS Tiwary', 'AT Rayudu']",run out,AA Jhunjhunwala,2010-04-11,Mumbai Indians,Mumbai Indians,0,Sawai Mansingh Stadium
5,AA Jhunjhunwala,13.0,22,1,0,59.09090909090909,Pankaj Singh,['A Kumble'],caught,AA Jhunjhunwala,2010-04-14,Royal Challengers Bangalore,Royal Challengers Bangalore,0,Sawai Mansingh Stadium
6,AC Voges,37.0,22,2,2,168.1818181818182,notOut,notOut,notOut,notOut,2010-03-20,Kolkata Knight Riders,Rajasthan Royals,0,"Sardar Patel Stadium, Motera"
4,AC Voges,45.0,24,5,1,187.5,IK Pathan,"['PP Chawla', 'IK Pathan']",run out,P Dogra,2010-03-24,Rajasthan Royals,Rajasthan Royals,0,"Punjab Cricket Association Stadium, Mohali"
4,AC Voges,20.0,19,1,0,105.26315789473684,JA Morkel,['M Muralitharan'],caught,AC Voges,2010-03-28,Chennai Super Kings,Rajasthan Royals,0,"Sardar Patel Stadium, Motera"
4,AC Voges,15.0,17,1,0,88.23529411764706,MF Maharoof,"['S Ladda', 'KD Karthik']",run out,AA Jhunjhunwala,2010-03-31,Rajasthan Royals,Delhi Daredevils,0,Feroz Shah Kotla
5,AC Voges,15.0,17,1,0,88.23529411764706,A Mishra,['DA Warner'],caught,AC Voges,2010-03-31,Rajasthan Royals,Delhi Daredevils,0,Feroz Shah Kotla
5,AC Voges,28.0,27,2,0,103.7037037037037,Z Khan,['AT Rayudu'],caught,AC Voges,2010-04-11,Mumbai Indians,Mumbai Indians,0,Sawai Mansingh Stadium
7,AC Voges,28.0,27,3,0,103.7037037037037,notOut,notOut,notOut,notOut,2010-04-14,Royal Challengers Bangalore,Royal Challengers Bangalore,0,Sawai Mansingh Stadium
4,AC Voges,8.0,7,1,0,114.28571428571428,AB Dinda,['M Kartik'],caught,AC Voges,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,0,Eden Gardens
7,AD Mascarenhas,9.0,8,0,1,112.5,V Sehwag,0,bowled,AD Mascarenhas,2008-05-11,Delhi Daredevils,Rajasthan Royals,0,Sawai Mansingh Stadium
5,AD Mascarenhas,0.0,1,0,0,0.0,JD Ryder,"['V Kohli', 'RV Uthappa']",run out,AD Mascarenhas,2009-04-18,Rajasthan Royals,Royal Challengers Bangalore,0,Newlands
5,AD Mascarenhas,27.0,28,2,0,96.42857142857143,Anureet Singh,0,bowled,AD Mascarenhas,2009-04-23,Rajasthan Royals,0,tie,Newlands
4,AD Mascarenhas,4.0,2,1,0,200.0,YA Abdulla,0,bowled,AD Mascarenhas,2009-04-26,Rajasthan Royals,Kings XI Punjab,0,Newlands
5,AD Mascarenhas,8.0,8,1,0,100.0,JDP Oram,['M Muralitharan'],caught,AD Mascarenhas,2009-04-30,Rajasthan Royals,Chennai Super Kings,0,SuperSport Park
6,AD Mascarenhas,9.0,8,0,0,112.5,SL Malinga,['SL Malinga'],run out,P Dogra,2010-03-13,Rajasthan Royals,Mumbai Indians,0,Brabourne Stadium
6,AD Mascarenhas,3.0,3,0,0,100.0,DP Nannes,"['A Mishra', 'KD Karthik']",run out,AD Mascarenhas,2010-03-15,Delhi Daredevils,Delhi Daredevils,0,"Sardar Patel Stadium, Motera"
3,AG Paunikar,0.0,1,0,0,0.0,R Vinay Kumar,['RV Uthappa'],caught,AG Paunikar,2010-04-14,Royal Challengers Bangalore,Royal Challengers Bangalore,0,Sawai Mansingh Stadium
