,batsman,runs,balls,4s,6s,SR,bowler,fielders,kind,player_out,date,team2,winner,result,venue
6,A Ashish Reddy,7,4,1,0,175.0,notOut,notOut,notOut,notOut,2013-04-05,Pune Warriors,Sunrisers Hyderabad,0,"Rajiv Gandhi International Stadium, Uppal"
6,A Ashish Reddy,14,12,0,1,116.66666666666667,R Vinay Kumar,['V Kohli'],caught,A Ashish Reddy,2013-04-07,Royal Challengers Bangalore,0,tie,"Rajiv Gandhi International Stadium, Uppal"
5,A Ashish Reddy,3,4,0,0,75.0,RP Singh,0,bowled,A Ashish Reddy,2013-04-09,Sunrisers Hyderabad,Royal Challengers Bangalore,0,M Chinnaswamy Stadium
5,A Ashish Reddy,16,9,2,0,177.77777777777777,M Morkel,0,bowled,A Ashish Reddy,2013-04-12,Sunrisers Hyderabad,Sunrisers Hyderabad,0,Feroz Shah Kotla
5,A Ashish Reddy,4,5,0,0,80.0,SMSM Senanayake,0,bowled,A Ashish Reddy,2013-04-14,Sunrisers Hyderabad,Kolkata Knight Riders,0,Eden Gardens
8,A Ashish Reddy,19,15,0,1,126.66666666666666,notOut,notOut,notOut,notOut,2013-04-17,Sunrisers Hyderabad,Sunrisers Hyderabad,0,Subrata Roy Sahara Stadium
6,A Ashish Reddy,7,7,1,0,100.0,notOut,notOut,notOut,notOut,2013-04-19,Kings XI Punjab,Sunrisers Hyderabad,0,"Rajiv Gandhi International Stadium, Uppal"
7,A Ashish Reddy,36,16,2,3,225.0,notOut,notOut,notOut,notOut,2013-04-25,Sunrisers Hyderabad,Chennai Super Kings,0,"MA Chidambaram Stadium, Chepauk"
8,A Ashish Reddy,14,11,1,0,127.27272727272727,STR Binny,['AM Rahane'],caught,A Ashish Reddy,2013-04-27,Sunrisers Hyderabad,Rajasthan Royals,0,Sawai Mansingh Stadium
2,A Ashish Reddy,5,7,1,0,71.42857142857143,A Nehra,['KM Jadhav'],caught,A Ashish Reddy,2013-05-04,Delhi Daredevils,Sunrisers Hyderabad,0,"Rajiv Gandhi International Stadium, Uppal"
7,A Ashish Reddy,13,9,0,1,144.44444444444443,notOut,notOut,notOut,notOut,2015-04-16,Rajasthan Royals,Rajasthan Royals,0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
6,A Ashish Reddy,15,8,1,1,187.5,NM Coulter-Nile,['NM Coulter-Nile'],run out,A Ashish Reddy,2015-04-18,Delhi Daredevils,Delhi Daredevils,0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
6,A Ashish Reddy,22,8,1,2,275.0,notOut,notOut,notOut,notOut,2015-04-27,Sunrisers Hyderabad,Sunrisers Hyderabad,0,"Punjab Cricket Association Stadium, Mohali"
5,A Ashish Reddy,6,6,1,0,100.0,DJ Bravo,['MS Dhoni'],caught,A Ashish Reddy,2015-05-02,Chennai Super Kings,Sunrisers Hyderabad,0,"Rajiv Gandhi International Stadium, Uppal"
7,A Ashish Reddy,17,15,0,1,113.33333333333333,KA Pollard,['R Vinay Kumar'],caught,A Ashish Reddy,2015-05-17,Mumbai Indians,Mumbai Indians,0,"Rajiv Gandhi International Stadium, Uppal"
6,A Ashish Reddy,32,18,2,3,177.77777777777777,SR Watson,0,bowled,A Ashish Reddy,2016-04-12,Sunrisers Hyderabad,Royal Challengers Bangalore,0,M Chinnaswamy Stadium
6,A Ashish Reddy,13,9,0,1,144.44444444444443,AD Russell,"['Shakib Al Hasan', 'RV Uthappa']",run out,A Ashish Reddy,2016-04-16,Kolkata Knight Riders,Kolkata Knight Riders,0,"Rajiv Gandhi International Stadium, Uppal"
6,A Ashish Reddy,2,3,0,0,66.66666666666666,notOut,notOut,notOut,notOut,2016-04-30,Royal Challengers Bangalore,Sunrisers Hyderabad,0,"Rajiv Gandhi International Stadium, Uppal"
7,A Mishra,16,14,2,0,114.28571428571428,notOut,notOut,notOut,notOut,2013-04-12,Sunrisers Hyderabad,Sunrisers Hyderabad,0,Feroz Shah Kotla
8,A Mishra,1,1,0,0,100.0,notOut,notOut,notOut,notOut,2013-04-14,Sunrisers Hyderabad,Kolkata Knight Riders,0,Eden Gardens
7,A Mishra,30,26,3,0,115.38461538461537,AB Dinda,"['MK Pandey', 'RV Uthappa']",run out,A Mishra,2013-04-17,Sunrisers Hyderabad,Sunrisers Hyderabad,0,Subrata Roy Sahara Stadium
4,A Mishra,15,21,2,0,71.42857142857143,R Ashwin,['DJ Bravo'],caught,A Mishra,2013-04-25,Sunrisers Hyderabad,Chennai Super Kings,0,"MA Chidambaram Stadium, Chepauk"
7,A Mishra,21,33,2,0,63.63636363636363,JP Faulkner,['KK Cooper'],caught,A Mishra,2013-04-27,Sunrisers Hyderabad,Rajasthan Royals,0,Sawai Mansingh Stadium
8,A Mishra,6,8,0,0,75.0,notOut,notOut,notOut,notOut,2013-05-08,Chennai Super Kings,Chennai Super Kings,0,"Rajiv Gandhi International Stadium, Uppal"
9,A Mishra,4,5,0,0,80.0,notOut,notOut,notOut,notOut,2014-04-22,Sunrisers Hyderabad,Kings XI Punjab,0,Sharjah Cricket Stadium
9,A Mishra,0,2,0,0,0.0,JP Faulkner,['SV Samson'],run out,A Mishra,2014-05-08,Sunrisers Hyderabad,Sunrisers Hyderabad,0,"Sardar Patel Stadium, Motera"
10,A Nehra,1,1,0,0,100.0,notOut,notOut,notOut,notOut,2016-05-12,Delhi Daredevils,Delhi Daredevils,0,"Rajiv Gandhi International Stadium, Uppal"
0,AJ Finch,2,5,0,0,40.0,DS Kulkarni,['KW Richardson'],caught,AJ Finch,2014-04-18,Rajasthan Royals,Rajasthan Royals,0,Sheikh Zayed Stadium
0,AJ Finch,19,15,2,1,126.66666666666666,L Balaji,0,bowled,AJ Finch,2014-04-22,Sunrisers Hyderabad,Kings XI Punjab,0,Sharjah Cricket Stadium
1,AJ Finch,88,54,8,4,162.96296296296296,notOut,notOut,notOut,notOut,2014-04-25,Delhi Daredevils,Sunrisers Hyderabad,0,Dubai International Cricket Stadium
0,AJ Finch,44,46,5,0,95.65217391304348,MM Sharma,0,bowled,AJ Finch,2014-04-27,Chennai Super Kings,Chennai Super Kings,0,Sharjah Cricket Stadium
0,AJ Finch,16,15,3,0,106.66666666666667,Z Khan,['BR Dunk'],caught,AJ Finch,2014-04-30,Sunrisers Hyderabad,Sunrisers Hyderabad,0,Dubai International Cricket Stadium
0,AJ Finch,13,8,1,1,162.5,MA Starc,['PA Patel'],caught,AJ Finch,2014-05-04,Sunrisers Hyderabad,Royal Challengers Bangalore,0,M Chinnaswamy Stadium
1,AJ Finch,9,10,1,0,90.0,R Bhatia,['AM Rahane'],caught,AJ Finch,2014-05-08,Sunrisers Hyderabad,Sunrisers Hyderabad,0,"Sardar Patel Stadium, Motera"
0,AJ Finch,4,8,0,0,50.0,R Shukla,0,bowled,AJ Finch,2014-05-10,Sunrisers Hyderabad,Sunrisers Hyderabad,0,Feroz Shah Kotla
0,AJ Finch,68,62,7,2,109.6774193548387,SL Malinga,['KA Pollard'],caught,AJ Finch,2014-05-12,Mumbai Indians,Mumbai Indians,0,"Rajiv Gandhi International Stadium, Uppal"
0,AJ Finch,20,25,2,0,80.0,Shivam Sharma,0,bowled,AJ Finch,2014-05-14,Kings XI Punjab,Kings XI Punjab,0,"Rajiv Gandhi International Stadium, Uppal"
0,AJ Finch,8,8,1,0,100.0,UT Yadav,['M Morkel'],caught,AJ Finch,2014-05-18,Kolkata Knight Riders,Kolkata Knight Riders,0,"Rajiv Gandhi International Stadium, Uppal"
4,AJ Finch,11,9,1,0,122.22222222222223,notOut,notOut,notOut,notOut,2014-05-20,Royal Challengers Bangalore,Sunrisers Hyderabad,0,"Rajiv Gandhi International Stadium, Uppal"
3,AJ Finch,7,3,0,1,233.33333333333334,P Negi,"['SK Raina', 'P Negi']",run out,AJ Finch,2014-05-22,Sunrisers Hyderabad,Sunrisers Hyderabad,0,JSCA International Stadium Complex
2,AP Tare,0,1,0,0,0.0,Sandeep Sharma,"['DA Miller', 'NS Naik']",run out,AP Tare,2016-04-23,Kings XI Punjab,Sunrisers Hyderabad,0,"Rajiv Gandhi International Stadium, Uppal"
1,AP Tare,8,14,1,0,57.14285714285714,AB Dinda,['NLTC Perera'],caught,AP Tare,2016-04-26,Rising Pune Supergiants,Rising Pune Supergiants,0,"Rajiv Gandhi International Stadium, Uppal"
10,B Kumar,1,3,0,0,33.33333333333333,R Dhawan,['MG Johnson'],caught,B Kumar,2014-04-22,Sunrisers Hyderabad,Kings XI Punjab,0,Sharjah Cricket Stadium
10,B Kumar,0,1,0,0,0.0,notOut,notOut,notOut,notOut,2014-05-08,Sunrisers Hyderabad,Sunrisers Hyderabad,0,"Sardar Patel Stadium, Motera"
9,B Kumar,6,4,1,0,150.0,notOut,notOut,notOut,notOut,2015-04-25,Sunrisers Hyderabad,Mumbai Indians,0,Wankhede Stadium
