,batsman,runs,balls,4s,6s,SR,bowler,fielders,kind,player_out,date,team2,winner,result,venue
10,A Choudhary,6.0,2,0,1,300.0,BCJ Cutting,['CJ Jordan (sub)'],run out,YS Chahal,2017-04-05,Royal Challengers Bangalore,Sunrisers Hyderabad,0,"Rajiv Gandhi International Stadium, Uppal"
10,A Choudhary,15.0,12,1,0,125.0,notOut,notOut,notOut,notOut,2017-04-27,Gujarat Lions,Gujarat Lions,0,M Chinnaswamy Stadium
10,A Choudhary,4.0,6,0,0,66.66666666666666,MM Sharma,['MJ Guptill'],caught,A Choudhary,2017-05-05,Kings XI Punjab,Kings XI Punjab,0,M Chinnaswamy Stadium
11,A Kumble,3.0,7,0,0,42.857142857142854,notOut,notOut,notOut,notOut,2008-05-05,Kings XI Punjab,Kings XI Punjab,0,M Chinnaswamy Stadium
9,A Kumble,0.0,1,0,0,0.0,notOut,notOut,notOut,notOut,2008-05-12,Royal Challengers Bangalore,Kings XI Punjab,0,"Punjab Cricket Association Stadium, Mohali"
9,A Kumble,8.0,8,1,0,100.0,Sohail Tanvir,['M Rawat'],caught,A Kumble,2008-05-17,Royal Challengers Bangalore,Rajasthan Royals,0,Sawai Mansingh Stadium
9,A Kumble,2.0,1,0,0,200.0,notOut,notOut,notOut,notOut,2008-05-21,Royal Challengers Bangalore,Royal Challengers Bangalore,0,"MA Chidambaram Stadium, Chepauk"
10,A Kumble,1.0,5,0,0,20.0,notOut,notOut,notOut,notOut,2009-04-20,Chennai Super Kings,Chennai Super Kings,0,St George's Park
9,A Kumble,1.0,1,0,0,100.0,notOut,notOut,notOut,notOut,2009-04-22,Deccan Chargers,Deccan Chargers,0,Newlands
9,A Kumble,5.0,3,1,0,166.66666666666669,notOut,notOut,notOut,notOut,2009-04-24,Kings XI Punjab,Kings XI Punjab,0,Kingsmead
9,A Kumble,1.0,4,0,0,25.0,YA Abdulla,0,bowled,A Kumble,2009-05-01,Kings XI Punjab,Royal Challengers Bangalore,0,Kingsmead
9,A Kumble,7.0,6,1,0,116.66666666666667,notOut,notOut,notOut,notOut,2009-05-10,Mumbai Indians,Mumbai Indians,0,St George's Park
10,A Kumble,1.0,1,0,0,100.0,notOut,notOut,notOut,notOut,2009-05-24,Deccan Chargers,Deccan Chargers,0,New Wanderers Stadium
10,A Kumble,1.0,1,0,0,100.0,notOut,notOut,notOut,notOut,2010-03-25,Delhi Daredevils,Delhi Daredevils,0,M Chinnaswamy Stadium
10,A Kumble,1.0,1,0,0,100.0,notOut,notOut,notOut,notOut,2010-04-04,Royal Challengers Bangalore,Delhi Daredevils,0,Feroz Shah Kotla
9,A Kumble,2.0,4,0,0,50.0,notOut,notOut,notOut,notOut,2010-04-12,Royal Challengers Bangalore,Deccan Chargers,0,"Vidarbha Cricket Association Stadium, Jamtha"
10,A Kumble,1.0,3,0,0,33.33333333333333,notOut,notOut,notOut,notOut,2010-04-17,Mumbai Indians,Mumbai Indians,0,M Chinnaswamy Stadium
10,A Kumble,1.0,3,0,0,33.33333333333333,notOut,notOut,notOut,notOut,2010-04-21,Mumbai Indians,Mumbai Indians,0,Dr DY Patil Sports Academy
8,A Mithun,5.0,4,1,0,125.0,A Mishra,0,bowled,A Mithun,2010-04-04,Royal Challengers Bangalore,Delhi Daredevils,0,Feroz Shah Kotla
8,A Mithun,0.0,2,0,0,0.0,M Morkel,['UT Yadav'],caught,A Mithun,2011-04-26,Royal Challengers Bangalore,Royal Challengers Bangalore,0,Feroz Shah Kotla
7,A Mithun,6.0,3,1,0,200.0,notOut,notOut,notOut,notOut,2011-05-06,Kings XI Punjab,Royal Challengers Bangalore,0,M Chinnaswamy Stadium
8,A Mithun,10.0,7,0,1,142.85714285714286,RJ Harris,['DJ Hussey'],caught,A Mithun,2011-05-17,Royal Challengers Bangalore,Kings XI Punjab,0,Himachal Pradesh Cricket Association Stadium
7,A Mithun,11.0,8,2,0,137.5,DJ Bravo,['DE Bollinger'],caught,A Mithun,2011-05-28,Royal Challengers Bangalore,Chennai Super Kings,0,"MA Chidambaram Stadium, Chepauk"
8,A Mithun,2.0,2,0,0,100.0,SP Narine,['MK Tiwary'],caught,A Mithun,2013-05-12,Royal Challengers Bangalore,Kolkata Knight Riders,0,JSCA International Stadium Complex
0,A Mukund,19.0,22,1,0,86.36363636363636,SK Trivedi,0,bowled,A Mukund,2013-04-29,Royal Challengers Bangalore,Rajasthan Royals,0,Sawai Mansingh Stadium
