bowler,overs,runs,maidens,wicket,econrate,date,team2,winner,result,venue
A Ashish Reddy,4,36,0,1,9.0,2012-05-06,Deccan Chargers,Royal Challengers Bangalore,0,M Chinnaswamy Stadium
A Ashish Reddy,4,25,0,3,6.25,2012-05-20,Royal Challengers Bangalore,Deccan Chargers,0,"Rajiv Gandhi International Stadium, Uppal"
A Ashish Reddy,1,7,0,1,7.0,2013-04-07,Royal Challengers Bangalore,0,tie,"Rajiv Gandhi International Stadium, Uppal"
A Ashish Reddy,1,12,0,0,12.0,2013-04-09,Sunrisers Hyderabad,Royal Challengers Bangalore,0,M Chinnaswamy Stadium
A Ashish Reddy,1,11,0,1,11.0,2015-04-13,Sunrisers Hyderabad,Sunrisers Hyderabad,0,M Chinnaswamy Stadium
A Ashish Reddy,1,25,0,0,25.0,2016-04-12,Sunrisers Hyderabad,Royal Challengers Bangalore,0,M Chinnaswamy Stadium
A Chandila,4,29,0,0,7.25,2012-04-23,Royal Challengers Bangalore,Royal Challengers Bangalore,0,Sawai Mansingh Stadium
A Chandila,4,21,0,0,5.25,2013-04-20,Rajasthan Royals,Royal Challengers Bangalore,0,M Chinnaswamy Stadium
A Chandila,4,39,0,0,9.75,2013-04-29,Royal Challengers Bangalore,Rajasthan Royals,0,Sawai Mansingh Stadium
A Choudhary,4,55,0,1,13.75,2017-04-05,Royal Challengers Bangalore,Sunrisers Hyderabad,0,"Rajiv Gandhi International Stadium, Uppal"
A Choudhary,2,21,0,0,10.5,2017-04-27,Gujarat Lions,Gujarat Lions,0,M Chinnaswamy Stadium
A Choudhary,4,32,0,1,8.0,2017-05-01,Royal Challengers Bangalore,Mumbai Indians,0,Wankhede Stadium
A Choudhary,4,17,1,2,4.25,2017-05-05,Kings XI Punjab,Kings XI Punjab,0,M Chinnaswamy Stadium
A Choudhary,2,19,1,1,9.5,2017-05-07,Kolkata Knight Riders,Kolkata Knight Riders,0,M Chinnaswamy Stadium
A Flintoff,3,11,0,1,3.6666666666666665,2009-04-20,Chennai Super Kings,Chennai Super Kings,0,St George's Park
A Kumble,4,22,0,0,5.5,2008-04-26,Rajasthan Royals,Rajasthan Royals,0,M Chinnaswamy Stadium
A Kumble,4,47,0,0,11.75,2008-05-03,Deccan Chargers,Royal Challengers Bangalore,0,M Chinnaswamy Stadium
A Kumble,3,36,0,0,12.0,2008-05-05,Kings XI Punjab,Kings XI Punjab,0,M Chinnaswamy Stadium
A Kumble,3,21,0,1,7.0,2008-05-08,Royal Challengers Bangalore,Kolkata Knight Riders,0,Eden Gardens
A Kumble,4,36,0,0,9.0,2008-05-12,Royal Challengers Bangalore,Kings XI Punjab,0,"Punjab Cricket Association Stadium, Mohali"
A Kumble,4,32,0,1,8.0,2008-05-17,Royal Challengers Bangalore,Rajasthan Royals,0,Sawai Mansingh Stadium
A Kumble,4,18,0,2,4.5,2008-05-19,Delhi Daredevils,Delhi Daredevils,0,M Chinnaswamy Stadium
A Kumble,4,33,0,1,8.25,2008-05-25,Royal Challengers Bangalore,Royal Challengers Bangalore,0,"Rajiv Gandhi International Stadium, Uppal"
A Kumble,4,45,0,0,11.25,2008-05-28,Mumbai Indians,Mumbai Indians,0,M Chinnaswamy Stadium
A Kumble,3,5,2,5,1.6666666666666667,2009-04-18,Rajasthan Royals,Royal Challengers Bangalore,0,Newlands
A Kumble,4,39,0,0,9.75,2009-04-22,Deccan Chargers,Deccan Chargers,0,Newlands
A Kumble,4,19,0,1,4.75,2009-04-24,Kings XI Punjab,Kings XI Punjab,0,Kingsmead
A Kumble,4,22,0,0,5.5,2009-04-26,Delhi Daredevils,Delhi Daredevils,0,St George's Park
A Kumble,4,16,0,2,4.0,2009-04-29,Kolkata Knight Riders,Royal Challengers Bangalore,0,Kingsmead
A Kumble,4,25,0,2,6.25,2009-05-01,Kings XI Punjab,Royal Challengers Bangalore,0,Kingsmead
A Kumble,2,18,0,0,9.0,2009-05-03,Mumbai Indians,Royal Challengers Bangalore,0,New Wanderers Stadium
A Kumble,2,12,0,1,6.0,2009-05-07,Rajasthan Royals,Rajasthan Royals,0,SuperSport Park
A Kumble,4,32,0,0,8.0,2009-05-10,Mumbai Indians,Mumbai Indians,0,St George's Park
A Kumble,4,28,0,1,7.0,2009-05-12,Kolkata Knight Riders,Royal Challengers Bangalore,0,SuperSport Park
A Kumble,4,24,0,2,6.0,2009-05-19,Delhi Daredevils,Royal Challengers Bangalore,0,New Wanderers Stadium
A Kumble,4,23,0,2,5.75,2009-05-21,Deccan Chargers,Royal Challengers Bangalore,0,SuperSport Park
A Kumble,4,16,0,4,4.0,2009-05-24,Deccan Chargers,Deccan Chargers,0,New Wanderers Stadium
A Kumble,4,19,0,0,4.75,2010-03-14,Royal Challengers Bangalore,Kolkata Knight Riders,0,Eden Gardens
A Kumble,4,40,0,0,10.0,2010-03-16,Kings XI Punjab,Royal Challengers Bangalore,0,M Chinnaswamy Stadium
A Kumble,3,9,1,5,3.0,2010-03-18,Rajasthan Royals,Royal Challengers Bangalore,0,M Chinnaswamy Stadium
A Kumble,4,18,0,1,4.5,2010-03-20,Royal Challengers Bangalore,Royal Challengers Bangalore,0,Brabourne Stadium
A Kumble,4,30,0,0,7.5,2010-03-25,Delhi Daredevils,Delhi Daredevils,0,M Chinnaswamy Stadium
A Kumble,4,33,0,1,8.25,2010-04-02,Royal Challengers Bangalore,Royal Challengers Bangalore,0,"Punjab Cricket Association Stadium, Mohali"
A Kumble,4,33,0,1,8.25,2010-04-04,Royal Challengers Bangalore,Delhi Daredevils,0,Feroz Shah Kotla
A Kumble,4,38,0,1,9.5,2010-04-08,Deccan Chargers,Deccan Chargers,0,M Chinnaswamy Stadium
A Kumble,4,17,0,1,4.25,2010-04-10,Kolkata Knight Riders,Royal Challengers Bangalore,0,M Chinnaswamy Stadium
