,batsman,runs,balls,4s,6s,SR,bowler,fielders,kind,player_out,date,team2,winner,result,venue
7,A Ashish Reddy,10.0,10,0,1,100.0,MM Patel,['RG Sharma'],caught,A Ashish Reddy,2012-04-29,Deccan Chargers,Mumbai Indians,0,Wankhede Stadium
6,A Ashish Reddy,3.0,3,0,0,100.0,BW Hilfenhaus,['M Vijay'],caught,A Ashish Reddy,2012-05-04,Deccan Chargers,Chennai Super Kings,0,"MA Chidambaram Stadium, Chepauk"
7,A Ashish Reddy,8.0,8,1,0,100.0,P Awana,['SE Marsh'],caught,A Ashish Reddy,2012-05-08,Kings XI Punjab,Kings XI Punjab,0,"Rajiv Gandhi International Stadium, Uppal"
6,A Ashish Reddy,10.0,4,2,0,250.0,notOut,notOut,notOut,notOut,2012-05-18,Rajasthan Royals,Deccan Chargers,0,"Rajiv Gandhi International Stadium, Uppal"
6,A Ashish Reddy,4.0,5,0,0,80.0,R Vinay Kumar,0,bowled,A Ashish Reddy,2012-05-20,Royal Challengers Bangalore,Deccan Chargers,0,"Rajiv Gandhi International Stadium, Uppal"
8,A Mishra,2.0,2,0,0,100.0,notOut,notOut,notOut,notOut,2011-04-09,Rajasthan Royals,Rajasthan Royals,0,"Rajiv Gandhi International Stadium, Uppal"
9,A Mishra,12.0,6,1,1,200.0,notOut,notOut,notOut,notOut,2011-04-11,Deccan Chargers,Kolkata Knight Riders,0,Eden Gardens
8,A Mishra,0.0,1,0,0,0.0,PC Valthaty,0,lbw,A Mishra,2011-04-16,Kings XI Punjab,Kings XI Punjab,0,"Rajiv Gandhi International Stadium, Uppal"
8,A Mishra,25.0,19,4,0,131.57894736842107,AN Ahmed,"['A Symonds', 'AN Ahmed']",run out,DW Steyn,2011-04-24,Mumbai Indians,Mumbai Indians,0,"Rajiv Gandhi International Stadium, Uppal"
7,A Mishra,0.0,1,0,0,0.0,NLTC Perera,"['PA Patel', 'NLTC Perera']",run out,A Mishra,2011-04-27,Deccan Chargers,Deccan Chargers,0,Nehru Stadium
7,A Mishra,2.0,5,0,0,40.0,DE Bollinger,['MS Dhoni'],run out,DT Christian,2011-05-01,Deccan Chargers,Chennai Super Kings,0,"MA Chidambaram Stadium, Chepauk"
8,A Mishra,2.0,5,0,0,40.0,DE Bollinger,0,caught and bowled,A Mishra,2011-05-01,Deccan Chargers,Chennai Super Kings,0,"MA Chidambaram Stadium, Chepauk"
