,batsman,runs,balls,4s,6s,SR,bowler,fielders,kind,player_out,date,team2,winner,result,venue
5,AD Nath,12.0,11,1,0,109.09090909090908,MJ McClenaghan,['HH Pandya'],caught,AD Nath,2016-04-16,Gujarat Lions,Gujarat Lions,0,Wankhede Stadium
6,AD Nath,5.0,10,0,0,50.0,B Kumar,['Bipul Sharma'],caught,AD Nath,2016-04-21,Sunrisers Hyderabad,Sunrisers Hyderabad,0,Saurashtra Cricket Association Stadium
6,AD Nath,3.0,6,0,0,50.0,YS Chahal,0,bowled,AD Nath,2016-05-14,Gujarat Lions,Royal Challengers Bangalore,0,M Chinnaswamy Stadium
6,AD Nath,0.0,1,0,0,0.0,KC Cariappa,0,lbw,AD Nath,2017-04-23,Kings XI Punjab,Kings XI Punjab,0,Saurashtra Cricket Association Stadium
0,AJ Finch,74.0,48,12,0,154.16666666666669,P Sahu,['WP Saha'],stumped,AJ Finch,2016-04-11,Gujarat Lions,Gujarat Lions,0,"Punjab Cricket Association IS Bindra Stadium, Mohali"
0,AJ Finch,50.0,37,7,2,135.13513513513513,M Ashwin,['I Sharma'],caught,AJ Finch,2016-04-14,Rising Pune Supergiants,Gujarat Lions,0,Saurashtra Cricket Association Stadium
0,AJ Finch,67.0,55,7,1,121.81818181818183,notOut,notOut,notOut,notOut,2016-04-16,Gujarat Lions,Gujarat Lions,0,Wankhede Stadium
0,AJ Finch,0.0,4,0,0,0.0,B Kumar,0,bowled,AJ Finch,2016-04-21,Sunrisers Hyderabad,Sunrisers Hyderabad,0,Saurashtra Cricket Association Stadium
2,AJ Finch,5.0,6,1,0,83.33333333333334,S Nadeem,['RR Pant'],caught,AJ Finch,2016-05-03,Delhi Daredevils,Delhi Daredevils,0,Saurashtra Cricket Association Stadium
4,AJ Finch,51.0,43,3,1,118.6046511627907,notOut,notOut,notOut,notOut,2016-05-06,Gujarat Lions,Sunrisers Hyderabad,0,"Rajiv Gandhi International Stadium, Uppal"
4,AJ Finch,29.0,10,3,2,290.0,notOut,notOut,notOut,notOut,2016-05-08,Gujarat Lions,Gujarat Lions,0,Eden Gardens
4,AJ Finch,37.0,42,3,1,88.09523809523809,Sachin Baby,['S Aravind'],caught,AJ Finch,2016-05-14,Gujarat Lions,Royal Challengers Bangalore,0,M Chinnaswamy Stadium
4,AJ Finch,26.0,26,1,2,100.0,notOut,notOut,notOut,notOut,2016-05-19,Kolkata Knight Riders,Gujarat Lions,0,Green Park
0,AJ Finch,0.0,2,0,0,0.0,R Vinay Kumar,0,lbw,AJ Finch,2016-05-21,Mumbai Indians,Gujarat Lions,0,Green Park
0,AJ Finch,4.0,6,1,0,66.66666666666666,Iqbal Abdulla,['CH Gayle'],caught,AJ Finch,2016-05-24,Royal Challengers Bangalore,Royal Challengers Bangalore,0,M Chinnaswamy Stadium
4,AJ Finch,50.0,32,7,2,156.25,BCJ Cutting,0,bowled,AJ Finch,2016-05-27,Sunrisers Hyderabad,Sunrisers Hyderabad,0,Feroz Shah Kotla
3,AJ Finch,15.0,8,0,2,187.5,Kuldeep Yadav,['Kuldeep Yadav'],caught,AJ Finch,2017-04-07,Kolkata Knight Riders,Kolkata Knight Riders,0,Saurashtra Cricket Association Stadium
3,AJ Finch,3.0,5,0,0,60.0,Rashid Khan,0,lbw,AJ Finch,2017-04-09,Gujarat Lions,Sunrisers Hyderabad,0,"Rajiv Gandhi International Stadium, Uppal"
4,AJ Finch,33.0,20,3,2,165.0,notOut,notOut,notOut,notOut,2017-04-14,Rising Pune Supergiant,Gujarat Lions,0,Saurashtra Cricket Association Stadium
3,AJ Finch,19.0,16,2,1,118.75,P Negi,['KM Jadhav'],stumped,AJ Finch,2017-04-18,Royal Challengers Bangalore,Royal Challengers Bangalore,0,Saurashtra Cricket Association Stadium
0,AJ Finch,31.0,15,4,2,206.66666666666669,NM Coulter-Nile,['MK Pandey'],caught,AJ Finch,2017-04-21,Gujarat Lions,Gujarat Lions,0,Eden Gardens
1,AJ Finch,13.0,12,0,1,108.33333333333333,MM Sharma,['MP Stoinis'],caught,AJ Finch,2017-04-23,Kings XI Punjab,Kings XI Punjab,0,Saurashtra Cricket Association Stadium
3,AJ Finch,72.0,36,5,6,200.0,P Negi,['AB de Villiers'],caught,AJ Finch,2017-04-27,Gujarat Lions,Gujarat Lions,0,M Chinnaswamy Stadium
3,AJ Finch,0.0,3,0,0,0.0,SL Malinga,0,bowled,AJ Finch,2017-04-29,Mumbai Indians,0,tie,Saurashtra Cricket Association Stadium
3,AJ Finch,13.0,7,1,1,185.71428571428572,Imran Tahir,0,caught and bowled,AJ Finch,2017-05-01,Gujarat Lions,Rising Pune Supergiant,0,Maharashtra Cricket Association Stadium
5,AJ Finch,27.0,19,4,0,142.10526315789474,K Rabada,['RR Pant'],caught,AJ Finch,2017-05-04,Gujarat Lions,Delhi Daredevils,0,Feroz Shah Kotla
4,AJ Finch,2.0,2,0,0,100.0,Sandeep Sharma,['WP Saha'],caught,AJ Finch,2017-05-07,Gujarat Lions,Gujarat Lions,0,"Punjab Cricket Association IS Bindra Stadium, Mohali"
4,AJ Finch,69.0,40,6,4,172.5,Mohammed Shami,0,bowled,AJ Finch,2017-05-10,Delhi Daredevils,Delhi Daredevils,0,Green Park
5,AJ Finch,2.0,3,0,0,66.66666666666666,Rashid Khan,0,bowled,AJ Finch,2017-05-13,Sunrisers Hyderabad,Sunrisers Hyderabad,0,Green Park
7,AJ Tye,6.0,6,0,0,100.0,notOut,notOut,notOut,notOut,2017-04-18,Royal Challengers Bangalore,Royal Challengers Bangalore,0,Saurashtra Cricket Association Stadium
7,AJ Tye,22.0,12,2,1,183.33333333333331,Sandeep Sharma,0,bowled,AJ Tye,2017-04-23,Kings XI Punjab,Kings XI Punjab,0,Saurashtra Cricket Association Stadium
9,AJ Tye,25.0,12,2,2,208.33333333333334,notOut,notOut,notOut,notOut,2017-04-29,Mumbai Indians,0,tie,Saurashtra Cricket Association Stadium
11,Ankit Soni,7.0,2,0,1,350.0,notOut,notOut,notOut,notOut,2017-04-29,Mumbai Indians,0,tie,Saurashtra Cricket Association Stadium
10,Ankit Soni,0.0,1,0,0,0.0,JD Unadkat,0,bowled,Ankit Soni,2017-05-01,Gujarat Lions,Rising Pune Supergiant,0,Maharashtra Cricket Association Stadium
8,Ankit Soni,0.0,6,0,0,0.0,S Kaul,0,bowled,Ankit Soni,2017-05-13,Sunrisers Hyderabad,Sunrisers Hyderabad,0,Green Park
1,BB McCullum,0.0,2,0,0,0.0,Sandeep Sharma,['WP Saha'],stumped,BB McCullum,2016-04-11,Gujarat Lions,Gujarat Lions,0,"Punjab Cricket Association IS Bindra Stadium, Mohali"
1,BB McCullum,49.0,31,3,3,158.06451612903226,I Sharma,['F du Plessis'],caught,BB McCullum,2016-04-14,Rising Pune Supergiants,Gujarat Lions,0,Saurashtra Cricket Association Stadium
1,BB McCullum,6.0,4,0,1,150.0,JJ Bumrah,['HH Pandya'],caught,BB McCullum,2016-04-16,Gujarat Lions,Gujarat Lions,0,Wankhede Stadium
2,BB McCullum,18.0,17,1,1,105.88235294117648,Bipul Sharma,['DJ Hooda'],caught,BB McCullum,2016-04-21,Sunrisers Hyderabad,Sunrisers Hyderabad,0,Saurashtra Cricket Association Stadium
1,BB McCullum,42.0,25,5,2,168.0,T Shamsi,0,caught and bowled,BB McCullum,2016-04-24,Royal Challengers Bangalore,Gujarat Lions,0,Saurashtra Cricket Association Stadium
1,BB McCullum,60.0,36,6,3,166.66666666666669,CH Morris,0,bowled,BB McCullum,2016-04-27,Gujarat Lions,Gujarat Lions,0,Feroz Shah Kotla
1,BB McCullum,43.0,24,5,2,179.16666666666669,R Bhatia,['JA Morkel'],caught,BB McCullum,2016-04-29,Gujarat Lions,Gujarat Lions,0,Maharashtra Cricket Association Stadium
1,BB McCullum,1.0,3,0,0,33.33333333333333,MM Sharma,0,bowled,BB McCullum,2016-05-01,Kings XI Punjab,Kings XI Punjab,0,Saurashtra Cricket Association Stadium
1,BB McCullum,1.0,4,0,0,25.0,Z Khan,0,bowled,BB McCullum,2016-05-03,Delhi Daredevils,Delhi Daredevils,0,Saurashtra Cricket Association Stadium
1,BB McCullum,7.0,21,0,0,33.33333333333333,MC Henriques,['DA Warner'],caught,BB McCullum,2016-05-06,Gujarat Lions,Sunrisers Hyderabad,0,"Rajiv Gandhi International Stadium, Uppal"
1,BB McCullum,29.0,24,3,2,120.83333333333333,PP Chawla,['MK Pandey'],caught,BB McCullum,2016-05-08,Gujarat Lions,Gujarat Lions,0,Eden Gardens
1,BB McCullum,11.0,13,2,0,84.61538461538461,YS Chahal,['AB de Villiers'],caught,BB McCullum,2016-05-14,Gujarat Lions,Royal Challengers Bangalore,0,M Chinnaswamy Stadium
