,batsman,runs,balls,4s,6s,SR,bowler,fielders,kind,player_out,date,team2,winner,result,venue
3,A Flintoff,24,25,2,1,96.0,Harbhajan Singh,0,caught and bowled,A Flintoff,2009-04-18,Mumbai Indians,Mumbai Indians,0,Newlands
5,A Flintoff,22,14,2,1,157.14285714285714,notOut,notOut,notOut,notOut,2009-04-20,Chennai Super Kings,Chennai Super Kings,0,St George's Park
4,A Flintoff,16,18,1,0,88.88888888888889,A Nehra,['DA Warner (sub)'],caught,A Flintoff,2009-04-23,Delhi Daredevils,Delhi Daredevils,0,Kingsmead
7,A Mukund,0,1,0,0,0.0,Sohail Tanvir,0,bowled,A Mukund,2008-05-24,Rajasthan Royals,Rajasthan Royals,0,"MA Chidambaram Stadium, Chepauk"
9,A Nehra,0,1,0,0,0.0,notOut,notOut,notOut,notOut,2015-04-22,Chennai Super Kings,Chennai Super Kings,0,M Chinnaswamy Stadium
8,A Nehra,1,4,0,0,25.0,notOut,notOut,notOut,notOut,2015-04-30,Chennai Super Kings,Kolkata Knight Riders,0,Eden Gardens
8,A Nehra,0,1,0,0,0.0,MA Starc,['KD Karthik'],run out,MM Sharma,2015-05-04,Royal Challengers Bangalore,Chennai Super Kings,0,"MA Chidambaram Stadium, Chepauk"
11,A Nehra,0,1,0,0,0.0,SL Malinga,['LMP Simmons'],caught,A Nehra,2015-05-19,Mumbai Indians,Mumbai Indians,0,Wankhede Stadium
9,AS Rajpoot,2,6,0,0,33.33333333333333,notOut,notOut,notOut,notOut,2013-04-06,Mumbai Indians,Mumbai Indians,0,"MA Chidambaram Stadium, Chepauk"
8,B Laughlin,0,1,0,0,0.0,KA Pollard,0,bowled,B Laughlin,2013-04-06,Mumbai Indians,Mumbai Indians,0,"MA Chidambaram Stadium, Chepauk"
10,B Laughlin,4,8,0,0,50.0,notOut,notOut,notOut,notOut,2013-05-05,Chennai Super Kings,Mumbai Indians,0,Wankhede Stadium
1,BB McCullum,67,49,4,5,136.73469387755102,AR Patel,['GJ Maxwell'],caught,BB McCullum,2014-04-18,Kings XI Punjab,Kings XI Punjab,0,Sheikh Zayed Stadium
1,BB McCullum,9,10,1,0,90.0,JD Unadkat,['WD Parnell (sub)'],caught,BB McCullum,2014-04-21,Delhi Daredevils,Chennai Super Kings,0,Sheikh Zayed Stadium
1,BB McCullum,6,11,0,0,54.54545454545454,JP Faulkner,['SPD Smith'],caught,BB McCullum,2014-04-23,Chennai Super Kings,Chennai Super Kings,0,Dubai International Cricket Stadium
